text,gemini_label
"MetroPlus hi a hahdam thlak zawk mah bakah mi an tam lo zawk a mahse a to hret thung, Europe a metro tricket pangngai te ai chuan a la tlawm zawk hle tho.",travel
Hei hian tualchhung police emaw immigration pisa ah te lehkha pawimawh ziah a mamawh thei.,crime
"Zing tin hian, mi tamtak in an khaw te tak te te lirthei a chuanga chhuahsan in an hnaah an kal a, heng mi te hi an chenna hmunvek a a hnathawk te nen kalkawngah an inpel leh lawi si a",travel
"Khaw kar kawngchhia a motor khalh thang lo tan phei chuan fimkhur lehzual a ngai hle a, kawng chhuk chho takte, kawng zim takte leh kawng kual urhsun tak taka khalh thei tura inrin a ngai a ni.",travel
"Veivahna hmasa ber chu ke a kal a ni a, mihring te chu kum maktaduai hnih vel kalta a, Homo Erectus ron lan tan atanga ke a rawn tan ni a ngaih a ni.",science
Hla taka zin chhuak te'n an mipat hmeichhiatna thlak danglam an tum a nih chuan an rawn haw leh hun atan lehkha pawimawh rintlak an nei ngei tur a ni.,travel
"Kawng lehlamah chuan, khualzin riahna hmun pawn lama riak te tan chauh in ziahluh a ngai.Engpawh chu nise, hei hian dan hi a ti chianglo hle, chuvang in hre hmasaa ang che.",travel
A vawikhatna atan ram thangchho ve mekah i zin chuan -- emaw khawvel a hmun tharah pawh ni se -- nunphung inthlak thut theihna hi ngaihnep hauh suh.,travel
"Hmeichhiate: Hmeichhe khualzin an awm chuan pasal nei anga insawi hi a tihchi ang, pasal la nei miahlo pawh ni ta se.",travel
"Khuazina va tlawh man hi a sâng hle a,taksa chak ṭhat a ngai a,nipui lai Nov-Feb ah chauh tlawh theih a ni,Peninsula,Island leh Ross Sea te phei chu chan a har zual bik hle.",travel
A hmun hi I tlawh anih chuan lawng hmanga dil kal nen remchang takin I tikawp thei dawn a ni.,travel
"He hmun kan tlawh hian mi tam tak phumna thlanmual kan tlawh a ni tih hriat a tha a, khawvela mi tam tak tan phei chuan he hmun hian awmze thuk tak, sawifiah hleih theih loha thuk a nei tih kan hriat a ngai a ni.",travel
"Marina I thlen meuh chuan rinhlelh theihloh khawpin I chiang uarh mai ang.Lawng zin mek dangte pawh I hmu a nga, anni in I hriat duh ang ang chu an hrilh theih ang che.",travel
"Chutiang chiah chuan, Schengen visa i neih chuan, Schengen ram zing ami ah chuan visa a hran a dil a ngai tawhlo, tichuan hun, pawisa hman leh paperwork te i pumpelh a ni",travel
"Hei hi car pangngai hmang pawhin fimkhur taka duan chuan a tih theih a, mahse 4x4 lirthei ngei hi chu keng a sual lo ang. Hmun hrang hrang tlawh tur hian 4x4 lirthei ke sang chi hi a ngaih vang a ni.",travel
"Vur in a khuh tawh kawngah chuan duh angin motor a her kual theih tawh loa, kawng pangai angin duh duhin a tlan kual theih tawh loh a ni.",disasters
"Taxi inhmantawm mai hi rang leh awlsam taka vah kual theihna a ni a, entirnanah Paro (Nu 150) leh Punakha (Nu 200) ah te.",travel
"Twin Otter chu nimin atang tawh khan Kokoda ah Airlines PNG Flight CG4684 angîn tum a tum reng a, mahse vawikhat a tlawlh tawh a ni.",disasters
"Zan mut theihna rel ah, passport te chu i mut a khaihlak loh nan conductor in a lakhawm ang.",travel
"A leihlawn hi September 2017 atangin a thawk tan thei dawn a, Brazilian customs checkpoint te an siam zawh hunah an thawk tan thei ang.",business
Khawi airline mah hi khawvel chhimlam tlawh kualna atana kawng pawimawh tak tuipui pathum chunga khualzin phur kual thin an awm meuh lo a ni (SkyTeam phei hi chuan heti lamah hian khualzin a phur ngai lo).,travel
"Hemi huamchhung a i awm chhung chuan, ramri hi passport thununna endikna paltlang ngailo in i kan thei.",travel
"I airline thlawh thanna han zawm mai chu thil tih awm reng angin a lang maithei a, nimahsela I hriat tel tur chu, voh bik thil tam tak hi a airline a zirin a dang ve zel a, frequent flyer points te pawh duhsak bik te an lo awm lehzel bawk a, hetiang thil hrang hrang hi ngaihtuah tel a fuh a ni.",travel
"Airline tlem chauhin thihna avanga chuan man tlawm hi an ti tawh a, chhiattawhna avanga chawpchilh taka vuina a zin turte an tlawm hret thin.",disasters
"Zinmi te chuan hmun pawimawh bik (landmark) hran hran te an tlawh thei a, a nihloh pawhin hmun khat bik ah an in sawrbing thei a ni.",travel
"Bowen Island hi kalna hmun lar tak leh chawlhkar chhunga kal chhuahna tha tak a ni a, kayak te, hiking te, dawr te leh restaurant chi hrang hrangte a awm vek a ni.",travel
"Thlawhtheihna a zin hi kum zat leh mahni chawr chhuahna pawh thliar bik lo in thil hlauhawm tak a chang thei vek a, thlawhtheihna ila chuang ngai miah lo a ni emaw thil hliam tihkhawloh ilo tawng tawh a nih chuan a hlauhawm bik ngei ang.",travel
"Mahni motor-a han feh chhuah hi hawi thawvenna tha tak chu ni mah se ""camp dan tur"" dik takah ngaih a ni lem lo.",travel
"In ziah luhna hi visa dilna a thiltul ngaih belh a ni.Ram thenkhatah chuan, tualchhung thu neitute hnenah i awm a ni tih leh i chenna hmun hrilhhria in i inziak lut tur a ni.",travel
Chawlh hmanga zin tur tan chuan tuiin a hual velna khawpuia zin a fuh duh phian.,travel
"Midang thil ah sak - I ip chu i mithmuh phak loh ah dah hauh suh, a bik tak in ramri i kan dawn in.",travel
"Viking hnam te chuan Russia a tui kalna te chu Black Sea leh Caspian Sea kal nan an hmang thin a.Heng kalna hmun thenkhat te hi tun thleng pawh hian hman theih a la ni bawk.I kal duh chuan permit bik a ngai nge ngai lo tih enfiah la, a lak erawh a harsa deuh maithei.",geography
"A bik takin a tir lamah chuan, Western a an tihdan hrang hrang hotel tha te, eiturte leh I hman tangkai theih thil te chu an ram sik leh sa nel nan ti phawt ang che.",travel
"Cuba ram mipui zingah US green card nei an awm chuan Ecuadorian Consulate an pan a ngai a, hemi phutna awltir bik theih nan an pan a ngai a ni.",geography
"A hmuna Olympics en theihna ticket hi ¥2,500 atanga ¥130,000 ni tura ngaih a ni a, a man vantlang chu ¥7,000 vel ni tura rin a ni.",sports
"Khualzin thenkhat anmahni rama thil lei apianga tax tam tak chawi thinte tan duty free shopping-ah hian sum tam tak an khawl phah thei a, a bikin zu lam leh vaihlo kaihhnawihah.",travel
Heng insurance company policy leh biak pawh theihna number hi kan zinpuite emaw in lama kan chhungte pawh kan kawltir tur a ni.,travel
"Europe hi khawmualpui lian lo tak mahse mahni a ro inrel ram tam tak awm a ni.Dan pângngai ah chuan, ram hrang hrang a zinchhuah hian visa dilna leh passport thununna vawi tam paltlang a ngai.",geography
"Sirena hi ranger station zinga camping chauh ni lo, riahna leh eitur awm nghalna awm chhun a ni. La Leona, San Pedrillo leh Los Patos te chuan eitur an chhawpchhuak ve lo a ni.",geography
"Zinvahna chu mi an tamin a tlawm zawk a, chuvang chuan nangmah chauh I ni emaw I thian pakhat nen chauh in nih chuan midang bulah kal tum ngei ngei ula, a tlawm theih nan mi pali emaw paruk tal nih tum ang che u.",travel
I Frequent Flyer airline chu alliance ah fimkhur takin I thlang tur a ni.,travel
"I zin tumna ram chu zin hlauhawmna hmun zing ami a nih chuan, i zinna a health insurance emaw i zin thulh a pawisa dahkham te a nghawng thei.",travel
Mahni motor ngei han khalh chhuah a hawi thawveng tura hmun hla tak pan vang vang hi ho tham ang takin lang mah se nawmna riau a nei ve tlat a ni.,travel
"Mak tak maiin heng lai velah hian mobile phone signal erawh a tha phian mai a, a bul vela kawng dang, Pennsylvania Wilds aiin signal a awm tha phian a ni.",technology
"Kawng zau pui pui, building lian leh changkang tak tak mai bakah bazarna hmunpui ding khup karah chuan hmanlai atanga lo ding tawh inchungsen vat te, kum zabi 18-na lai vela bazar leh sakhuana hmunpuite chu an lo la ding ve fana, amaherawhchu hmanlaia Turkey aiin Mediterranean Europe a ang zawk mah a ni.",geography
"Jerusalem hian hun kal tawh te, hmasang chanchin zirna leh hnam zia lantirna kawnga hmun pawimawh te a nei ngah em em a, chu mai bakah bazarna hmun lun nuam tak te, café leh restaurant te pawh a nei nual a ni.",geography
"Kum tinin park tlawhtu eng emaw zatin heng ramsate nena an inhnaih lutuk luatah hliam an tuar thin a. Heng ramsate hi an lianin an kawlh ve theih mai bakah an hlauhawm thei hle a, chuvangin hnaih loh a him ber a ni.",nature
"I ken theih thil leh theihloh thil te chu hrechiang phawt la, a ken theih zat thlengin hre vek ang che.",education
Kum 2014 chhung khan Turkish Airlines hi Africa ram 30 a hmun 39 ah lai a thlawk kual a ni.,travel
"He indo lawng hi Puerto Princesa, Palawan lam pana kal anih thu an sawi.",politics
Hospitality exchange network an tih mai hi zin mite leh an zinna tur hmuna awmte inkungkaihna tha tak siamna hmanrua a ni.,travel
"District leh district inkara bus tlante hi an khah tlangpui avang hian, ticket kan lei dawn chuan ni engemawzat a lo lei lawk hi a tihchi ber ang.",travel
Ke a fang kual duh tan leh thirsakawra tlan kual duh tan kawng bik an siam bawk a ni.,travel
South Africa rama National Park dangte ang bawkin nitin hian a luhna man hi khawn thin a ni.,travel
"He khawtlang hi Howe Sound ah awmin Vancouver hnu lawkah a awm a, downtown Vancouver a Greenville Island chhuahsan water taxi hmangin awlsam takin a tlawh theih a ni.",geography
"Engatinge heng veivah velna chi te hian phunnawi leh sawiselna tam tak a hrin chhuah a, tinge nitin mai an hlawhchham ni ang? Veivahna enkawltu engineer te hi an hna an tlin lo nge? Thildang bulpui zawk, hemi buaina siam chhuak tu hi a awm zawk?",travel
"A khua hi tuikhawhthla bul chiahah a awm a, khualzin te pawh a hip nasa hle. He hmun hian khualzin te tan a hmun vel fan leh ramchhuah theihna siamin an cham rei theih phah thin a ni.",travel
"Saint Petersburg lawng kalkawngah chuan khawchhunga luh nghal theihna a tel a, a passenger-te tan visa neih kher a ngai lo bawk (dan leh dun a enfiah theih ang).",travel
"Thil sawifel duh emaw request duh a awm chuan travel agent kaltlanga tih zel tur a ni a, direct-a hotel biak loh tur a ni.",travel
Veivahna lawng 60 chuang zet hi chu Galapagos tuiah hian an awm reng a - a len zawng hi a chuangtu 8 atanga 100 phur thei te an ni.,geography
"Cultural tourism chu miin ram leh hnam zia leh dan te zirchiang tur leh, hmanlai chanchin zirchiang tura hmun an tlawh hi a ni.",travel
"Medina hmun hlui zawk huamchhungah hi chuan Morocco hnam thilte lei tur a awm a, chungte chu tangine te, pottery te, savun a siam thil te, hookah te leh geegaw chi hran hran te niin, khualzinte tan vek a ni.",travel
"Khualzin ṭhenkhat,an zinna ram kalphung leh chindan mil a insiamrem mai awlsam tak te hian a châng chuan an hnam kalphung anga awm tura insiamrem leh mai an harsat tlat ṭhin",travel
A vawihnih nan a tum hma minute 10 vel la awmah chuan a bo ta daih a ni.,disasters
Ecuador ram chuan Cuba ram mipuite chu international airport leh frontier admission point hmanga Ecuador an lut duh anih chuan sawmna lehkhathawn an neih a ngaih thu a chhuah a ni.,politics
Heng subtropical rainforest hi lirthei hmanga tlanpel ringawt tur tan pawh lirthei luh dawna kawngkhar hawn chhung ringawt pawhin thosi tam takin min zui lut chiam thei tih hriat a tha hle.,nature
A chuanga te chu 90(F) degree buruak lum hnuaia an lo nghah reng avang chuan tui pek an ni,disasters
"Amaherawhchu, thil ngaihtuahawm a nih ve tho a ngai, khualzinte hi car hran hrana dah kual an nih thin avangin.",travel
"Ram danga awm leh tlawmngaia thiltih hi a awmna hnam ziarang hriatna kawng tha tak a ni a, mahni inhriatchianna te, kan khawthlir tihzau nan te leh thiam thar neih nan te a tangkai hle.",travel
"Travel agent thenkhatte hi he hmuna hotel nena inberemsa an ni a, hotel-a thleng kher duh lo tan pawh camping ground leh thlenna dang an ngaihtuah sak thei bawk a ni.",travel
"Lawng veivak thenkhatah chuan an brochure ah Germany khawpui Berlin te a huam tel a. Mahse he map a in hmuh ang hian Berlin khawpui chu tuipui hnaihah a awm eih lo a, chuvangin a khawpui tlawh hi he cruise manah hian a tel lo a ni.",travel
Kal hmaa book lawk hian a zin tur tan a thlen veleh mut hahdamna tur a nei nghal dawn tih a hriattir avangin book lawk a finthlak hle.,travel
"Tuipui kam, theme park leh camp grounds ( buk sial na hmun ) te hi heng recreational tourists ten a tlawh tam ber a ni.",travel
"Nawmsakna hlan ngam te tan, hun leh rin dik theihna in hmanral zat chu bial ah a tihniam thei, zinna atana senso hnaim thri ang ber a ni.",travel
"I zin laiin hun awl I neih chuan, Africa a zinna man hi khawvela a zin kualna man nen a inthlau viau em tih I en dawn nia.",travel
"Travel agent-te chuan tukthuante, airport atanga hotel kal kualna tur motor zawng zawng leh thlawhna hman tur thleng fuankhawmin an ngaihtuahsak thei bawk.",travel
"Thlawhna chuan Irkutsk lam a pan mêk a, hei hi Interior sipai ten an khalh mek.",disasters
"Ram pawna hun eng emaw ti chhung chen hnua mahni in ngei a kir leh hnuah, hnamdang kalphung leh chin dan te i lo zawma, ngai a neih mai a awl a,i hnam kalphung ṭhenkhatte i lo hlauh hman ṭhin.",travel
"Hemi awmzia chu he khawpui sulhnu ngah tak hi ni engemawzat chhung chu I fang kual thei a, I tih zawhah lawng lamah let lehin I mu mai dawn a nih chu.",travel
Architecture hian inchhawng ruahman leh sak te a huam.He hmun sakdan phung mawina hi khualzinte hiptu a ni fo.,travel
"Hetiang la ti thin te zingah hian Air Canada, Delta Airlines, Lufthansa (U.S emaw Canada atanga thlawk chhuak tur tan) leh WestJet te an tel a ni.",travel
"Ram pawna pem te endikna hmun hi dinna hmasa ber a ni, thlawhna atangin emaw, lawng, emaw lirthei dang atang a chuah hmasak ber in.",politics
"Hotel thenkhat chuan golden age hunlaia rel leh lawng lian ropui tak ni thinte atanga an thil hlu neihte an pholang thin a, heng thil hlui hlu tak takte hi Indopui Pahnihna (kum zabi 19-na emaw 20-na) lai vela mi an ni tlangpui thin.",travel
Goma chu Rwanda bul khawchhak lama Democratic Republic of Congo-a khualzin te tlawh hlawh tak khawpui pakhat a ni.,geography
Heng phutna te hi ram leh ram inkara mumal taka pemna a awm theih nana siam an ni.,politics
"Hawaii aiin te zawk mah se, he island hian kum upa lam ho chu Hawaii state-a chhiar a nih hma, tourist hotel leh hmasawnna lian tak tak awm hma a hriatchhuahtir fo a ni.",geography
"Leilung thil a khualzin hipna (nature-based tourism) kan tih te hian mipui, lenglung khawih chingpen loh hmun te tlawh chak ho a ko khawm thin a, ram mawi tak te thlir in, thing leh mau leh ramsa te thlir nuam an ti thin a ni.",travel
Amaherawhchu ramthenkhatah chuan khaw vawt leh vur tla hi ngaia an neih tawh avangin kumtluanin an motor khalhdan a ti khaihlak lem lo a ni.,geography
Safari an tih mai ramsa an chenna hmuna kalchilha hun hman hi Africa rama khualzinte hiptu ber ni a ngaih a ni.,travel
"A chhunga biak in tlawh tur hi chuan Angkor Pass a ngai a, chuvang chuan Tonle Sap lam I kal chuan I passport ken theihnghilh miah suh ang che.",travel
Khualzin hun tam nei lo tan chuan a hmun tlawh hi a fuh ber lo maithei.,travel
"Finland hi lawng kar tur te tan a hmun duhthusam a ni.""Lui sang tamtak te ram"" a nih mai bakah tupui kam leh thliarkâr sang rual a nei bawk.",geography
Inngaihtuahchianna hun duh tan reservation an lo tih muansak theih mai bakah a kalna tur azirin document pawimawh (entirnan visa) pawh an lo ngaihtuah sak thei bawk.,travel
Heng phutnate hi miin a ram tlawh tur emaw a tlawh tum azirin a danglam ve a ni.,travel
"Heng hi khualzin thenkhat chuan a tak emaw tiin tha leh tui hlu tak sengin an pan ta thin a, hei hi a hlauhawm thei hle a ni.",travel
"Pawn lama buk I sual dawn chuan, camp khum bik emaw puan khum khai keng la, rul te, khawmualkaikuang te leh thil dang dang lakah I him ang.",travel
"A hmun hi vur chhah takin a tuam a, vur khi awmna laiah hian flag dah zel a ni bawk.Tractor siambiak hmang te leh petrol hmang vura hnuh tawlh chi bawm hmang te chauhin a hmun hi a kal theih a ni.",geography
"CafeNet El Sol chuan ni khat luh man atan US$30 emaw $10 in reservation service a pe thei a, anmahni Corcovado page-ah en chian theih a ni.",travel
"A bul berah chuan, chihnih in an awm a: zin laia hnathawh emaw pawisa hman tihtlem.He thuziak hi chuan a hnuhnung zawk hi a thlur bing mah.",travel
"Hetiang veivahna lirtheiah hian mi tin chu an inkungkaih a, veivahna lirthei, mimal in eizawnnan a hman ve tho te chu a chuangtu ten an chhawmdawl nghal a ni.",business
Lirthei Che vel (Traffic Flow) chu mimal lirthei khalh che vel leh lirthei hmun hnih atanga ron tlan te an inkhawihtawn dan te zirchianna a ni.,science
"Ram thenkhatah hi chuan reilote zin nan chuan visa I mamawh dawn lo a, chumi nilo a lehkha zir tur te a I cham char char dawn anih chuan, khualzin veivak tur mai mai ai chuan I mamawh rei zawk daih ang.",travel
"Mi ngialnghet tamtak, zin thei tak te pawh khualzinna khawvel a hmasawnna leh thilthar te hian a hneh a, tah chuan hnam kalphung tlem a insiamrem pawh a tel thei ang",travel
