text,gemini_label
"MetroPlus labiah nyaman dan labiah langang tapi haragonyo labiah maha, walah harago tiketnyo masih labiah murah daripado tiket metro di Eropa.",travel
Hal iko mungkin mawajiban maisi pormulir jo polisi satampek atau kunjuangan ka kantua imigrasi.,travel
"Satiok pagi, urang maninggaan kota-kota ketek jo oto untuk pai ka tampek karajonyo sambia malewaiki urang nan tujuan karajonyo adolah tampek nan baru sajo inyo tinggaan.",travel
"Kalau dunsanak indak tabiaso manyopir di jalanan kampuang, santiasolah dunsanak baraka: pandakian curam, labuah sampik, kelokan tajam mandominasi.",travel
"Transportasi patamo nan dikatahui adolah bajalan, manusia mulai bajalan tagak sajak duo juta taun nan lalu sairiang jo kamunculan Homo Erectus (nan artinyo manusia nan tagak).",science
Pangambaro nan barencana untuak operasi kalamin di lua nagari harus mamastian kalau inyo mambaok dokumen nan sah untuak pajalanan baliak pulang.,health
"Di babarapo kasus, hanyo turih nan tingga di lua akomodasi turih paralu mandaftar. Namun, hal iko mambuek paraturan tu manjadi indak jaleh, jadi cari taulah sabalumnyo.",travel
Jikokk patamo kali bapajalanan di nagara bakambang – atau di bagian baru di dunia – jan pernah remehan kamungkinan tajadinyo gaga budayo.,travel
"Padusi: Sarancaknyo satiok wisatawan padusi mangecekan baso inyo alah balaki, talapeh dari status panikahan inyo nan sabananyo.",travel
"Kunjuangan untuak turis haragonyo maha, paralu kasehatan pisik, hanyo bisa dilakuan di musim paneh bulan Nov-Feb dan sabagian banyak tabateh hanyo di Semenanjuang, Kepulauan jo Lauik Ross.",travel
Kunjuangan ka tampek paninggalan maso dulu ko dapek dikombinasikan jo panggunoan kapa bot ka danau.,travel
"Tolong diingek karano dunsanak mangunjuangi pandan pakuburan massal, baitu juo jo situs nan maimpun jumlah populasi dunia nan hampia indak tahituang.",geography
Pacayo lah dunsanak katiko sampai di marina sagalo manjadi sangaik jaleh. Dunsanak akan basobok jo panumpang lainnyo dan bisa saliang babagi informasi.,travel
"Baitulah pulo, jo mamiliki visa Schengen, dunsanak indak paralu maajuan visa ka satiok nagara anggota Schengen sacaro tapisah, sahinggo imaik wakatu, pitih jo administrasi.",travel
Hal ko bisa dikarajoan jo oto biaso jo parancanaan nan bahati-hati tapi oto 4x4 sangaik disaranan jo banyak tampek nan hanyo bisa didatangi jo oto 4x4 nan baroda tinggi.,travel
"Di jalan nan baes atau basalju, daya gesekan biasonyo randah dan dunsanak indak bisa manyamoan jo mambao kandaraan bantuak di ateh aspal.",travel
"Naiak taksi basamo-samo adolah caro nan capek sarato nyaman untuak pai ka tampek-tampek nan tadakek, takah paika Paro (Nu 150) jo Punakha (Nu 200).",travel
"Twin Otter alah mancubo untuak mandaraik di Kokoda patang sabagai Maskapai Panabangan PNG Flight CG4684, tapi alah dibatalan sakali.",disasters
"Di kareta lalok malam, paspor mungkin dikumpuan dek konduktor sahinggo lalok dunsanak indak harus tagaduah.",travel
"Jambatan ko di jadwalan salasai sapanuahnyo di September 2017, katiko tampek pamaresoan di Barazil diharokan dapek salasai.",geography
Indak ado panabangan nan mancangkuik tigo panyubarangan jalua lauik di salatan bumi (dan bahkan SkyTeam indak mancangkuik panyubarangan tu).,travel
"Salamo dunsanak tingga di zona iko, dunsanak biasonyo dapek malinteh bateh indak pakai manampuah titiak pamaresoan pangawasan paspor lai.",travel
"Maskipun dunsanak acok tabang jo panabangan nan salamo ko dunsanak pilih, dunsanak haruih bapangana lo baaso parilaku tatantu acok bana babeda dan panabangan Frequent Flyer mungkin babeda dari panabangan dari alinasi nan samo.",travel
"Hanyo babarapo maskapai nan masih manawarkan ongkoih kamalangan, nan maagiah saketek potongan arago untuak datiak taakhia pajalanan manjanguak.",travel
Turih bisa se mangunjuangi babagai monumen dari nagari tatantu atau bisa juo hanyo bapusek di ciek wilayah se.,travel
"Pulau Bowen tadanga rancak untuak pai malala sahari atau saminggu karano manyadioan rakik, tampek malala di rimbo, tampek babalanjo, lapau nasi dan masih banyak nan lainnyo.",travel
"Pai jo kapa tabang bisa manjadi pangalaman nan manakuik an untuak urang urang dari sagalo umua jo lata balakang babeda, tarutamo jiko urang tu alun punyo pangalaman naik kapa tabang samo sakali atau ado pangalaman trauma.",travel
"Singkeknyo, mamakai oto surang-surang adolah caro nan paliang rancak untuak malakuan wisata pajalanan tapi jarang digunoan untuak pai wisata ""bakemah"".",travel
"Pandaftaran adolah syarat tambahan untuak proses pangajuan visa. Di babarapo nagara, dunsanak musti mandaftar kahadiran dan alamat dimano dunsanak tingga jo otoritas satampek.",travel
Jalur parairan darek dapek manjadi tema rancak untuak mancanangan liburan di sakitar itu.,travel
