text,gemini_label
"MetroPlus has amatly we az adamly bolýar, ýöne Ýewropadaky adaty metro biletlerinden arzan bolsa-da, azajyk gymmatdyr.",travel
Munuň üçin ýerli polisiýada anketa doldurmagyň ýa-da immigrasiýa gulluklaryna barmagyň talap edilmegi mümkin.,politics
"Her gün irden adamlar iş ýerlerine gitmek üçin kiçi şäherçelerden awtoulagly çykýar, iş ýerleri olaryň ýaňy gaýdan ýerinde bolan başgalar bolsa, bularyň duşundan geçýär.",travel
"Oba ýollarynda sürmäge öwrenişmedik bolsaňyz, häzir boluň: kert ýapgytlar, dar zolaklar we duýdansyz öwrümler agdyklyk edýär.",travel
"Ulagyň ilkinji mälim görnüşi ýöremek bolup, adamlar iki million ýyl ozal Homo Erektusyň (dik durýan adam diýmegi aňladýar) ýüze çykmagy bilen dik ýöremäge başlady.",science
Daşary ýurtda jyns çalyşmak operasiýasyny meýilleşdirýän syýahatçylar gaýdyşyn üçin hakyky resminamalaryň bolmagyny üpjün etmelidir.,health
"Başga ýagdaýlarda diňe syýahatçylyk desgalarynyň daşynda bolýanlar hasaba alynmalydyr. Emma, bu kanuny has düşnüksiz edýär, şol sebäpli öňünden biliň.",travel
"Eger ösüp barýan ýurtda ýa-da dünýäniň täze bir ýerinde ilkinji gezek syýahat edýän bolsaňyz, potensial medeni sarsgyna kembaha garamaň.",travel
"Aýallar: Hakyky maşgala ýagdaýyna garamazdan, islendik aýal syýahatçynyň durmuşa çykandygyny aýtmagy maslahat berilýär.",travel
"Syýahatçylaryň bu ýere barmagy gymmada düşýär, fiziki sagdynlyk talap edýär, diňe tomsuna noýabr-fewral aralygynda baryp bolýar we esasan ýarymada, adalar hem-de Ross deňzi bilen çäklenilýär.",travel
Ol ýere baryp görmegi köldäki gaýykly gezelenç bilen oňaýly birleşdirip bolýar.,travel
"Haýyş, aslynda köpçülikleýin mazarlyk ýerine, şeýle hem dünýäniň ilatynyň möhüm bölegi üçin ummasyz manysy bar bolan bir ýere baryp görýändigiňizi ýadyňyzdan çykarmaň.",religion
Gämi duralgalaryna baranyňyzdan soň zatlaryň has äşgär boljakdygyna arkaýyn boluň. Beýleki gämi syýahatçylary bilen duşuşarsyňyz we olar öz maglumatyny siziň bilen paýlaşar.,travel
"Şonuň ýaly-da, Şengen wizaňyz bar bolansoň, Şengen ýurtlarynyň her birine aýratynlykda wiza üçin ýüz tutmagyňyz gerek bolmaz, şeýlelikde, wagt, pul we resminama işini tygşytlarsyňyz.",travel
"Ony dykgatly planlamak arkaly adaty awtoulagda amala aşyrmak mümkindir, ýöne 4x4 pugta maslahat berilýär we köp ýerlere diňe beýik tigir bazaly 4x4 bilen baryp bolýar.",travel
Buzly hem-de garly ýollarda sürtülme pes bolýar we awtoulagy ýalaňaç asfaltda süren ýaly sürüp bilmersiňiz.,travel
Şärikli taksiler Paro (150 ngultrum) we Punakha (200 ngultrum) ýaly golaýdaky ýerlere barmagyň çalt hem-de oňaýly serişdeleridir.,travel
"Düýn ""Twin Otter"" uçary ""Airlines PNG"" CG4684 saparynda Kokoda şäherine gonmaga synanyşdy, emma ol mundan öň hem gonjak bolmagyny goýbolsun edipdi.",disasters
"Gije ýatylýan otlularda ukyňyz bölünmez ýaly, konduktor tarapyndan pasportlaryňyzyň ýygnalmagy mümkin.",travel
Köprini Braziliýanyň gümrük barlag nokatlarynyň tamamlanmagyna garaşylýan wagty bolan 2017-nji ýylyň sentýabr aýynda doly ulanmaga bermek meýilleşdirilýär.,geography
"Hiç bir awiakompaniýa alýansy Günorta ýarym şardaky üç okeanyň ählisinden geçmegi öz içine almaýar (SkyTeam bolsa, geçişleriň hiç birini öz içine almaýar).",travel
"Şu zolakda bolýan döwrüňizde, umuman pasport barlag nokatlaryndan ikilenç geçmezden serhetlerden geçip bilersiňiz.",travel
"Iň ýygy uçýan awiakompaniýaňyza goşulmagy intuitiwdir öýtmegiňiz mümkin hem bolsa, hödürlenýän artykmaçlyklaryň köplenç tapawutlydygyndan we şol bir alýansdaky başga bir awiakompaniýada ýygy uçuş utuklarynyň has jomart bolup biljekdiginden habaryňyz bolmalydyr.",travel
Diňe sanlyja awiakompaniýa henizem soňky minutdaky ýas syýahatynyň çykdajysyny sähelçe arzanladýan matam nyrhlaryny hödürleýär.,travel
Syýahatçylar belli bir ýurduň dürli gözel ýerlerine barmagy ýa-da diňe bir ýere üns jemlemegi saýlap biler.,travel
