text,gemini_label
"MetroPlus beujt väöl mie comfort en is neet zoe drök mer is ouch deurder, meh nog altied goojkouper es metrotickets in Europa.",travel
Hei veur is ‘t misjiens nudeg op ‘n papìer in te völle beì de polis of moot g’r ‘t immigratiebureau bezeuke.,politics
"Edere mörge, verlaote väöl lui de dörp in oto’s um te gaon werke, en weure gepasseerd door aander lui wat op weeg zien nao boe zie sjus weg gegaon zien.",geography
"Este need geweend bis um euver zandwege te rejje, blijf daan oplètte: stijle hellinge, smal stökke en sjerpe bochte kumste dèks tege.",travel
"De iers bekinde meneer vaan transport woar loupe. De mins begós mèt de koms vaan Homo Erectus (wat lètterlek “maan rechop” beteikent), twie mieljoen jaor geleie, rechop te loupe.",science
Reizegers dee ‘n geslachsveraandering operatie wèllen oondergoon in ‘t boeteland mote de juiste documinte bij z’ch höbbe veur de trögkreis.,health
"In aander gevalle, mote allein toeriste boete toeristaccomodaties z’ch laote registrere. Allewel maak dit de wèt e stök mie oonduidelek, zeuk dat dus vaan te veure oet.",travel
"Oonderjat de culture shock neet, este veur ‘t iers door ‘n oontwikkelingsland, of nui deil vaan de wereld reis.",travel
"Vrouwlui: ‘t weurd aongeraoje dat g’r zègk dat g’r getrojd zeet, ongeach of dat ech zoe is.",politics
"Toeristiese bezoèke zijn dièr, djie moet fit zèin, en koènne allein gebeùre in de zoèmer moeìn van november tot februaère, en zein oak vooràl bepèrkt tot het eiland van sjièr, de eilànne en de Rosszeì.",travel
e bezeuk vaan de ‘t gebeed kin gemekelek gecombineert weure mèt e boottoch nao ‘t meer.,travel
"Oonthawt ezzebleef, dat g’r praktisch op ‘n massagraaf staot. dit is ‘n plaots wat oongeluifelek väöl beteikenis heet veur hiel väöl lui euver de ganse wereld.",geography
"Mer wees gerös, zodra geer in de haves zeet zal alles dudelek wure. Geer zal de aander bootlifters tegekoume en ze zalle informatie met uuch deile.",travel
"Zoe ouch, es g’r ‘n schengen visa höb, hoof g’r gein visa veur eder aofzunderlek land vaan de Schengen zone aon te vraoge, wat tied, geld en administratie sjeelt.",travel
"Dit kinste doen mèt ‘ne normale oto este good plans, meh ‘ne 4x4 weurd toch wel geadviseerd en väöl locaties zien allein te berieke mèt de hoege weegligking vaan ‘ne 4x4.",travel
"Op iezege en besniede wege, is ‘t erg glitsereg, en kinste neet rije es op drugen taar.",nature
‘t Deile vaan taxi’s is ‘n snel en confortabel meneer um nao plekke te reize wie Paro (Nu 150) en Punakha (Nu 200).,travel
"De Twin Otter had gister geperbeerd neer te koume op Kodoka es Airlines PNG-vlöch CG4684, mer had al ‘ne kier aofgebroke.",disasters
Op slaoptreine zouwe de paspoorte door d’n conducteur verzameld kinne weure zoetot g’r neet gewèk hoof te weure.,travel
"De brögk is gepland um gans bruukbaar te zien in september 2017, wienie de Braziliaonsen douanepos verwach weurt veerdeg te zien.",geography
Gein vleegmaatsjappij alliance besleet alle drei de passages op ‘t zuielek haafroond (en ‘t skyteam dèk gein vaan de passages).,travel
"Zoe lang es g’r in dees zone zeet, kint g’r euver sjraome heer zoonder pas kontrol ummertouw.",geography
De dinks misjiens datste de maotsjappij moos kieze boeste ‘t miest mèt vleegs mer de moos weite dat de veurdeile dèks aanders zien en frequent flyer points kinne bter zien oonder ‘n aander maotsjappij in dezelfde alliance.,travel
Slechs e paar Maotsjappije beeje rouwtarieve aon boe g’r korting krijg op ‘n last minute begroàfenis reìs.,business
Toeriste zouwe versjillende bezeensweerdeghede kinne bezeuke vaan ‘n bepaold land of ze zouwe kinne focusse op ein gebeed.,travel
"Bowen eiland is populair es daagbestumming of weekendexcursie en beujt kanoë, wandele, winkels, restaurants en mie aon.",travel
"Vleegreize kinne erg beangstigend zien veur lui vaan alle leeftije en achtergroonde, zeker es ze nog neet ieder gevloge höbbe of es ze ‘nt traumatische ervaring höbbe beleef.",travel
"In ‘t kot, is t gebruuk vaan uur oto ‘n gooj meneer um ‘n road trip te make meh zelde op ziech ‘n meneer um te campere.",travel
"Registratie is ouch nudeg in ‘t visa proces. in somege len, moot g’r uuch en de verbliefsadresse registrere bij de lokaal euverhede.",travel
Binnelandse waterwege kinne e leuk thema zien um de vakantie roond te organisere.,travel
"Drage veur andere - verluus noets eur koffers oet ‘t oug, zeker neet wienie g’r euver internationaol sjaome gaot.",travel
De vikinge gebruukde de Russische riviere um nao de Zwarte en Kaspische Zie te kaome. Somege stökke vaan dees routes kinne nog altied gebruuk weure. Check vaan te veure of g’r speciaol vergönninge nudeg höb; dat zouw lesteg te regele kinne zien.,geography
"Zeker de ierste daog zouw ‘t e good ide kinne zien um westerse hotels, ete en deenste te gebruke zoetotste kins geweene.",travel
"Cubaanse börgers die ‘n Amerikaans verblijfsvergönning höbbe, mote ‘t Ecuadoriaanse consulaat bezeuke um ‘n oetzundering vaan dees eis te kriege.",politics
"Verwach weurd dat kaarte veur de mieste oonderdeile tösse de ¥2.500 en ¥130.000 zalle koste, mèt ‘ne gemiddelden pries roond de ¥7.000.",travel
"Reizegers onderweeg nao lande mèt hoege belastinge kinne soms väöl geld bespare, veural op producte wie alcohol en touwbak.",business
Geef ouch ‘n kopie vaan de polis aon ‘n reiskammeraot en femilie toes die wèlle helpe.,travel
Europa is ‘n klein continent mèt väöl souverein len. Miestal beteikend reize door väöl len dat me väöl visa applicaties en paspoort controlles moot goon.,travel
"Sirena is de einsigste boswachtershut wat slaopplaotse en werm maole aonbeujt neve campeermeugelekhede. La Leona, San pedrille, en Los Patos beeje allein campeerplaotse zoonder bikservice aon.",travel
"Tours zien gooikouper veur groetere Gróppe, dus es te allein bis of mèt sjus ein vrund, perbeer aander lui te ontmoete en ‘ne gróp te make vaan veer tot zés veur ‘ne betere pries per persoen.",travel
De moos dien Frequent Flyer vleegmaotsjappij good oetkieze.,travel
"Es ‘t land boe g’r naotouw goat ‘n negatief reisadvies krijgs, daan kin dat gevolge höbbe veur eur reisverzekering of reisannuleringsverzekering.",travel
In dien eige oto stappe en op weeg gaon veur ‘ne lange trip heet ‘n intrinsiek aontrèkkingsforce in zien einvoud.,travel
"Vreemp genóg zien allewijl de mobiel deenste väöl beter es op aander stökke vaan de route, bev. de Pennsylvnia Wilds.",travel
"De brei boulevards, bouwe mèt glaze gievels en modern winkelcentra weure bedèk door dake mèt roej panne. Door de 18de iewse merret en aw moskees en kèrke maak de stad evels mie ‘n mediterraonse indrök es ‘n traditioneel törkse.",geography
"Jerusalem heet väöl historische, archeologische en culturele plaotse same mèt levedege en drökke winkelcentra, kaffees en restaurants.",geography
"Eder jaor, weure bezeukers verwond umtot ze neet genóg aofstand hele. Dees bieste zien groet, wèld, en kùnne gevaarlek zeìn, bleìf  doaveùr uut hun geboùre.",nature
Bekiek vaan te veure wat g’r wel en neet in maag vore in gief alles bove de wètteleke sjraom aon.,travel
Turkish airlines vluig venaof 2014 nao 39 bestumminge in 30 Afrikaanse len.,travel
‘t sjeep oet de Avengerklasse waor op weeg nao Puerto Princesa in Palawan.,geography
‘N hospitaliteids oetwisselingsnètwerk is de organisatie eat reizegers verbint met de lokaal bevolking in de steie wat zie goon bezeuke.,travel
Umtot de regiònoàle bösse miestal vol zien is ‘t e good idee um e paar daog vaan te veur al keerte te koupe.,travel
Ze kinne ouch routes oetzeuke mèt populaire trèktochte of fietsroutes.,travel
"Zoe-es mèt alle Afrikaanse nationaole parke, zien ‘rs daogelekse conservatie en entree prieze veur ‘t park.",nature
"Dees authentiek gemeinsjap is te vinde in Howe Sound sjus boete Vancouver, en is gemekelek te berieke via watertaxi deenste dee vertrèkke vaan Granville island in ‘t centrum vaan Vancouver.",travel
Wiezoe lije transport systeme tot zoeväöl gekuim; wiezoe fale ze ederen daag weer? Zien transport inzjenieurs gewoen incompetent? Of is dao get fundamenteels aon de hand?,business
"‘t Stedje ligk metein neve de watervalle, en ze zien ‘ne groete attractie, meh dees poulair toeriste bestumming beujt avonturiers en toeriste väöl meugelekhede veur e langer verblief.",travel
Sint Petersburg cruises zien inclusief tied in de stad. Cruise passageers hove geine visa te höbbe (controleer de veurwaarde).,travel
Eventueel wijzeginge of verzeuke mote evels iers via het reisbureau ingedeend weure en neet direk bij ‘t hotel.,travel
Mier es 60 cruise sjepe ploge de watere vaan de Galapagos - versjelend in groete vaan 8 tot 100 passageers.,nature
Es ‘t doel vaan ‘t bezeuk noa ‘n bepaolde plaots is um de gesjiedenis en cultuur te liere kinne daan weurt deen vörm cultuurtoerisme geneump.,travel
"Roond de aw Medina is ‘t gemekelek um kräömkes te vinde um traditionele spölle te koupe wie tagines, eerdewerk, lierproducte, hookahs en e gans spectrum vaan geegaws, meh dat is allemaol veur de toeriste.",travel
"Reizigers dèi zich gemekelek aan hun neue cultùr hanne aangepas, vonte ’t soms erg lèstig zich opneu oan hunne àie cultuur aan te passe.",travel
"Umtrint tien menute veurdat ‘t veur de twiede kier mos neerkoume, verdween ‘t.",disasters
Ecuador wèlt dat Cubane iers ‘n invitatie breef kriege veurdat ze Ecuador ingoon door internationaole vleegvelde of aander sjraomposte.,politics
Zelfs er g’r mèt de oto door ‘t subtropisch oerwoud veurs kin e paar seconde mèt de deur ope um zelver in te stappe genóg zien veur de mögke um ouch binne te koume.,travel
Aon passageers woort water gegeve oonderwijl zie wachte in 90 graode Fahrenheit.,disasters
"Meh, dit zou uuch geine zörge mótte make, want dèks weure toeriste gewisseld um de wagele te völle.",travel
"Leve en vrijwèllege in e vreemp land is ‘n gooj meneer um ‘n aander cultuur te liere kinne, nui lui te liere kinne, diech zelver te liere kinne en um ‘n aander perspectief te kriege en zelfs veerdeghede te liere.",travel
"Reisbureaus höbbe dèks aofspraoke met specifieke hotels, al kin ‘t ouch meugelek zien up aander accomodaties te boke, wie campings via de reisbureaus.",travel
"Somege cruises laote Berlien zien in de brochures. Meh, Berlien ligk natuurlek hielemaol neet aon de zie en e bezeuk aon de stad zit neet in de pries vaan de cruise inbegrepe.",travel
Vaan te veure boke giet de reizeger de rös dat ze örgens kinne slaope in tot ze arrevere op hun bestumming.,travel
"Strande, pretpark en campings weurde ‘t miest bezeuk door recreante.",travel
"Veur de lui wat comfort, tied en veurspelbaarheid kinne misse, um de koste zoe lieg meugelek te hawwe, gaank nao budget travel.",travel
Es g’r extra reistied höb kiek daan wie dien kompleìte tarief nao Afrika z’ch verhèlt tot dien tarief roond de weìrelt.,travel
"Reisbureaus beeje miestal pakkètte aon wat dejeuner, transport heer/trök ‘t vliegvèld of zelfs combinatie vlöch en hotel pakètte.",travel
‘t vleegmachien waor op weeg nao Irkoetsk en woort bestuurd door binnelandse tróppe.,disasters
"Es diech in ‘t boeteland geleef höbs en wier teruukkumps, höbs se diech aangepas aan de nuuje cultuur, en bes se get van dien ouwe geweuntes verlaore.",travel
Dà beteikent datste väöl vaan de historische stad kins zien veur e paar daog allewijl ‘s nachs in ‘t sjip slaopend.,travel
Arsjitektuur geit euver ‘t oontwerpe en de bouw vaan bouwe. De arsjitektuur vaan ‘n plaots is dèks ‘n toeristische attractie op ziech.,geography
"Maotsjappije wat dit höbbe, zien Air Canada, Delta Air Lines, Lufthansa veur vlöchte oet de VS of Canada, en WestJet.",business
"Paspoortcontrol is miestal de ierste stop naodat me ‘t vleegtuig, sjip of aander voortuig heet verlaote.",travel
