text,gemini_label
درجة متروبلس قي درجة راحتها أكتر وازدحامها أقل بس أغلى مع أنها أرخص من تذاكر المترو العادية في أوروبا.,travel
دا ممكن يكون محتاج إنك تملى استمارة عند الشرطة المحلية أو تروح لمكاتب الهجرة.,crime
الناس بيمشوا من المدن الصغيرة في عربياتهم في كل صباح عشان يروحوا لأماكن عملهم وبيقابلهم في الطريق الناس التانيين اللي بيشتغلوا في المكان اللي سابوه لسه دلوقتي.,business
لو مش متعود على السواقة على الطرق الريفية، لازم تكون حذر، لأنه فيه دايمًا منحدرات وممرات ضيقة ومنحنيات مطرفة قوي.,travel
المشي كان أول وسيلة مواصلات، وبدأ البشر إنهم يمشوا بانتصاب من اتنين مليون سنة ودا كان وقت ما ظهر الهومو إريكتوس (معناها الإنسان المنتصب).,science
المسافرين اللي بيخططوا عشان يعملوا جراحة إعادة تحديد الجنس في الخارج لازم يتأكدوا أنهم بيحملوا وثائق صحيحة عشان رحلة العودة.,health
في حالات تانية ، المقيمين خارج السكن السياحي هما بس اللى محتاجين يسجلوا. ومع كده ، ده بيخلى القانون أكترغموض ، وعشان كده حاول تستفسر قبلها.,travel
لو كنت مسافر لبلد نامي لأول مرة، أو في مكان جديد من العالم، متقللش خالص من الصدمة الثقافية اللي ممكن تحصلك.,travel
بالنسبة للستات: بدون ما نبص على الحالة الاجتماعية الفعلية، لازم الستات إللي هيسافروا  يعلنوا إنهم متزوجات.,travel
الزيارات السياحية مكلفة ، وعايزة لياقة البدنية ، وما ينفعش تتعمل غير فى الصيف من نوفمبر لفبراير ، ومحصورة فى شبه الجزيرة والجزر وبحر روس.,travel
ممكن بسهولة تزور الموقع وتاخد رحلة بالمركب للبحيرة.,travel
من فضلك متنساش أنك في الأساس في موقع مقبرة جماعية، دا كمان موقع له معنى ملوش نهاية بالنسبة لجزء كبير من سكان الدنيا.,religion
خليك متأكد أن كل حاجة هتبقى واضحة زي طلوع الشمس أول ما توصل للمرسى. وهتقابل المسافرين التانيين اللي بيطلبوا التوصيل المجاني بالقوارب وهما هيقولولك المعلومات اللي عندهم.,travel
ويطريقة مشتبهو، لما تبقى معاك تأشيرة شنغن، مش هتحتاج تتقدم بطلب عشان تحصل على تأشيرات الدخول لكل دولة من الدول الأعضاء في شنغن كل واحدة لوحدها، وعشان كده فيه توفير الوقت والمال والأعمال الورقية.,travel
ممكن القيام بده باستعمال عربية عادية مع التخطيط الدقيق ولكن في نصيحة باستعمال نظام الدفع الرباعي 4x4 بدرجة كبيرة، وممكن الوصول لكتير من المواقع عن طريق نظام الدفع الرباعي اللي متزود بقاعدة عجلات عالية بس.,travel
على الطرق الجليدية والثلجية، الاحتكاك بيكون ضعيف ومش هتعرف زى ما تكون سايق على أسفلت ناعم.,nature
عربيات الأجرة المشتركة دي وسيلة سريعة ومريحة عشان تتنقل بيها للأماكن اللي جنبك، زي بارو (Nu 150) وبوناخا (Nu 200).,travel
طائرة توين أوتر بتحاول تهبط في كوكودا من إمبارح كرحلة برقم CG4684 على خطوط طيران PNG، بس العملية اتوقفت مرة فعلاً.,disasters
في قطارات النوم الليلية، ممكن جوازات السفر تتجمع عن طريق المحصل عشان نومك ميتقطعش.,travel
من المقرر أن يتم تشغيل الجسر بكامل طاقته في سبتمبر ٢٠١٧ ، عندما تستكمل كمان نقاط التفتيش الجمركية البرازيلية.,geography
أي تحالف لشركات الطيران مش بيشمل المعابر التلاتة على المحيط في نصف الكرة الجنوبي (ومش بيغطي سكاي تيم أي من المعابر).,business
