question,gpt_answer
在工廠事故發生後，以下何者不是給當地居民的安全建議之一？,3
根據摩爾醫師的說法，極具抗藥性的結核病最令人擔憂的是什麼？,4
在確定感染這種新變異株的患者中，有多少人證實是醫護人員？,2
NextGen 系統使用哪種技術？,1
NextGen 如何直接幫助空中交通管制員？,2
根據文章，歷史學家沒有批評 FBI 集中在哪一點？,3
猥褻防治措施迫使 FBI 做什麼？,4
對 JAS 39C 獅鷲戰鬥機墜機事件作出反應的消防車發生了什麼事？ ,2
發生 JAS 39C 獅鷲戰鬥機墜機事件後，機場對什麼關閉了？,1
布里辛斯基在伊朗革命期間指點了誰？,3
誰一直擔任國家安全顧問直到 1977 年？,2
以下何者並未正確反映波貝克在貝爾格萊德游擊隊的職業生涯？,1
有關波貝克在貝爾格萊德游擊隊歷史，哪項陳述是正確的？,1
根據文章，哪個特徵讓伊氏西爪龍有別於迅猛龍？,2
「西爪龍」的含義源自該物種的什麼身體特徵？,1
關於槍擊事件的陳述，下列何者為真？,4
關於槍擊事件的陳述，下列何者是正確的？,1
根據文章，主管人員對魯諾號最初的擔憂是什麼？,3
根據文章，關於魯諾號的故障，以下哪一個敘述不正確？,2
阿爾及利亞在哪個年代獲得獨立？,3
哪些地方的葬禮儀式沒有設置電視螢幕？,4
葬禮在哪裡舉行？,3
爆炸發生後，誰因重傷接受治療？,2
是誰通報了瓦斯洩漏？,1
根據文章，有多少人在攻擊中喪生？,2
在攻擊期間，誰的武器在某個時刻失靈了？,2
以下哪項運動在奧運項目投票表決中落選？,1
國際奧委會投票決定將以下哪些運動納入比賽項目？,3
亞瑟·健力士最初租用聖詹姆士門釀酒廠多少年？,4
健力士每年大約帶來幾十億美元的收入？,3
歐盟有多少個國家曾經發現過 H5N1 病毒？,3
最近的一例 H5N1 病毒感染案例是在哪裡發現的？,1
在維和部隊引發傳播前，海地最後一次遇到該疾病是在何時？,1
哪個地點的廢棄物導致了該疾病的傳播？,2
愛爾蘭政府計劃做什麼？,2
在愛爾蘭，什麼是暫時合法的？,4
嫌疑犯正以什麼罪名接受調查？,1
在修改標誌時，嫌疑犯沒有做什麼？,3
根據文章，英語教師范浩揚並未被指控以下哪項罪名？,2
根據文章，誰沒有被羅蘭多·蒙多薩扣為人質？,2
根據文章，哪些人質沒有確認提前獲釋？,1
根據文章，誰正在收集支持巴西同性婚姻合法化的連署簽名？,1
示威者將把他們的請願書提交給誰？,3
根據阿曼·維薩切的說法，在人群開始對天氣作出反應之前發生了什麼？,3
根據維薩切的說法，最強的風是什麼時候開始的？,1
在弗雷德之前，在 35°W 以東記錄了多少個重大颶風？,3
當弗雷德位於維德角島附近時，它往哪個方向移動？,1
以下何者的速度比其前代更快？,1
802.11n 與 802.11b 兼容需要什麼條件？,4
這位奧運金牌選手原本要在大英國協運動會參加幾場游泳比賽？,1
為什麼奧運金牌選手沒有服用藥物來止痛？,4
根據文章，什麼可能會導致有關地震活動的混淆？,1
根據文章，什麼時候發生了狀態改變？,3
有關月船 1 號的月球探測器，以下哪個陳述不正確？,1
關於月球探測器，以下哪個描述正確？,2
根據文章，哪項防範疾病的措施最後才會實施？,3
