question,gpt_answer
"Matsing masat ga yan hta tsun da ai hte maren, accordion hpe awngdang ai hku dum lu na matu hpa hpe tup hkrak teng ai hpaji jaw ai lam ngu nlu sawn ai rai?",4
"Accordion dum ai ten hta, npu na gara wa mahtang gaw nsen shatsaw na matu karum ya ai kun?",2
Hkrangmu nsen lamang na sumla ni gaw hpa majaw makau ndung ni hpe di da ai kun?,1
"Matsing masat ga yan hta tsun da ai hte maren, npu de na gara wa mahtang gaw sumla hkrung hpe DVD hkrang galai ai ten hta mayak ni nga ai kun?",2
British mare sin dap gaw gara kaw nga lai wa ai kun?,3
Lata hte ka ai laika hprang hta kadai na lata masat sen hpe mu lu ai kun?,1
"Lawu e jaw da ai shara ni hta, Dunlap ga uru dat ai lam gaw hpang jahtum du wa ai rai?",4
Dap jum up Stark na hpyen hpung ni gara kaw nga ai kun?,1
Matsing masat ga hta tsun da ai hte maren dap jum Stark gaw galoi kaw nna shanhte a nhpan ni hpe maden jat la da ai kun?,2
"Matsing masat ga yan hta tsun da ai hte maren, npu kaw lawm ai ni hta na gara wa gaw Miwa mung a gumshen dik ai aten ladaw gaw hpa rai?",4
"Matsing masat ga yan hta tsun da ai hte maren, ayan htawt hkawm ai madang de shang wa ai kagyin hpung hte seng nna gara gaw jaw ai rai?",3
"Matsing masat ga yan hta tsun da ai hte maren, ayan htawt hkawm ai madang de shang wa ai kagyin hpung ni a tsip ai akyang hte seng nna gara gaw tup hkrak nlu tsun ai rai?",2
Kaga shinggan na karum lam ni nga ai rai tim npu na lam ni kaw nna gara gaw matut nna galaw sa na kun?,3
Hkrang kumla bung amyu a laklai ai sat lawat nbung ai lam hpe madun ai hkum ding dek ni hpe gawn dan ai ga si gaw hpa rai?,4
Npu e madun da ai kaw nna gara gaw laksan shara shanu ai sak hkrung kanu ni a jaw ai ga si rai?,4
Npu e jaw tawn da ai kaw nna gara wa gaw shingra mahta ai bu hkawm ai lam a ga shadawn nre rai?,2
"Matsing masat ga yan hta tsun da ai hte maren, npu e jaw da ai kaw nna gara wa gaw htaw wa htaw sa lam a npawt madung re ai kun?",2
Nucleus hpe shinggrup ai particle ni hta kaning re ai dat shingrun ni lawm ai kun?,2
Nucleus hpe hpa dat particle ni hte galaw da ai kun?,1
"Matsing masat ga yan hta tsun da ai hte maren, npu e jaw tawn da ai kaw nna gara wa gaw bit manga nga ai binary nambat a ga shadawn re ai kun?",1
Ruhkum 0 hte 1 hpe gara hku naw lakap ai kun?,1
Jawng ma ni blogging ka ai ten hta madung amyat hku nna npu e jaw da ai kaw na hpa hpe laika hta n tang madun da ai kun?,1
Npu e jaw da ai blogging ka ai lam hta jawng ma ni a laika ka ladat kung kyang hkun ai dawsang gaw hpa rai ta?,4
Npu e jaw da ai asynchronous matut mahkai lam hta na jawng ma ni a matu akyu n nga ai gaw hpa baw rai? ,3
"Matsing masat ga yan hta tsun da ai hte maren, npu e jaw da ai asynchronous matut mahkai lam hta jawng ma ni a matu galai gachyai n loi ai lam gaw hpa rai ta?",3
Ka-ang wundang prat a langchyi ni hte seng na Matsing masat ga yan hta n sang lang dan da ai lam gaw hpa rai ta?,1
Langchyi hten run ai hta myi gale kau ya ai sama shing nrai nsen ni hpe npu e jaw da ai Matsing masat hta n sang lang dan da ai gaw hpa baw rai?,1
Npu e jaw da ai hta na Kirby Muxloe Castle a teng ai hku hpaw hpyan da ai lam gaw hpa rai?,1
Matsing masat ga yan hta tsun da ai lam hta hkan nna Kirby Muxloe langchyi hpe gawgap ten hta npu e jaw da ai kaw nna gara wa hpe shawoi na hte maren ngu nna dawdan mai na kun?,2
