text,gemini_reply
"MetroPlus er hugnaligari og ikki líka samanstúvað, men er eitt sindur dýrari, tó bíligari enn vanligir ferðaseðlar til undirgrundarbreytir í Evropa.","travel
"
"Tað kann vera neyðugt, at fylla út eitt oyðublað hjá løgregluni á staðnum, ella at fara til innflytingardeildina.","crime
"
"Hvønn morgun, fara fólk úr smáum bygdum í bilum til sítt arbeiðspláss, og koma framvið onnur fólk, sum fara hagar hini komu, tí tey hava sítt arbeiðspláss har.","geography
"
"Um tú ikki er vanur at koyra á landavegum, so halt høvdið kalt: brattir skráar, smalar gøtur og hvassar sneiðingar er púra vanligt.","travel
"
"Fyrsti kendi mátin at ferðast var at ganga, menniskjan byrjaði at ganga upprættað fyri tveimum milliónum árum síðan, tá ið homo erectus (sum merkir upprættur maður) varð til.","travel
"
"Ferðafólk, sum fyrireika skurðviðgerðir til kynsskifti uttanlands, mugu tryggja sær, at tey hava við sær skjøl, sum eru í gildi til heimferðina.","health
"
"Í øðrum førum eru tað bert tey, ið ikki gista í ferðafólkabústøðum, sum skulu skráseta seg. Men hetta ger lógina nógv óklárari, so finn út av tí frammanundan.","travel
"
Um tú ferðast í einum menningarlandi fyri fyrstu ferð – ella í einum nýggjum parti av heiminum – mást tú ikki undirmeta møguligar mentanarhvøkkir.,"travel
"
"Kvinnur: Tað er viðmælt at allar ferðandi kvinnur siga at tær eru giftar, líkamikið hvør teirra hjúnastøða er.","travel
"
"Ferðafólkavitjanir eru dýrar, krevja kropsligt treysti, kunnu bara fara fram um summarið, november-februar, og eru sum heild avmarkaðar til hálvoynna, oyggjarnar og Rosshavið.","travel
"
Ein túrur til staðið kann væl leggjast saman við einum bátatúri á vatninum.,"travel
"
"Vinaliga minst til, at tú í grundini vitjar eina hópgrøv, umframt ein stað, sum hevur ómetaliga stóran týdning fyri ein stóran part av heimsins íbúgvum.","nature
"
"Tú kanst vera vísur í, at tá ið tú kemur oman á stuttleikabátahavnina, so verður alt klárt og týðiligt. Tú fert at møta øðrum bátatumlarum og tey fara at deila sína vitan við tær.","travel
"
"Á sama hátt, um tú hevur eitt Schengen innfararloyvi, er ikki neyðugt at søkja um innfararloyvi í hvørjum einstøkum schengenlandi hvør sær, og tessvegna sparir tú tíð, pengar og pappírsarbeiði.","travel
"
"Hetta kann vera gjørt við einum vanligum bili og nærlagdari fyrireiking, men ein 4x4 er væl viðmældur og tað er einans møguligt at koma til fleiri støð við einum høgum 4x4.","travel
"
"Á hálum og kavaklæddum breytum er gníggingarmótstøðan lág, og tú kanst ikki koyra, sum um tú vart á berum asfalti.","travel
"
"Deildir hýruvognar eru ein skjótur og góður máti at ferðast til nærhendis støð, sum Paro (Nu 150) og Punakha (Nu 200).","travel
"
"Twin Otter hevði roynt at lenda í Kokoda í gjár, sum flogferð CG4684 hjá PNG flogfelagnum, men hevði longu brotið av einaferð.","disasters
"
"Í tokum við sovivogni kunnu pass verða savnað inn av ferðaseðlamanninum, so tín svøvnur ikki verður órógvaður.","travel
"
"Brúgvin verður, eftir ætlan, endaliga tikin í nýtslu í september 2017, tá ið tolleftirlitsstøðini hjá Brasilia verða liðug.","geography
"
Einki flogfelag fevnir um ferðir yvir um øll trý høvini í sunnaru knatthálvuni (og SkyTeam fevnir ikki um nakrar av ferðunum yvir um).,"travel
"
"So leingi sum tú ert í hesum økinum, so kanst tú vanliga ferðast tvørtur um mørk uttan at fara ígjøgnum passeftirlitsstøð aftur.","travel
"
"Hóast tú heldur at tað er best at velja við flogfelagið, ið tú flýgur mest við, so átti tú at vita, at fyrimunir, ið verða bjóðaðir, eru ofta ymiskir og frequent flyer stig kunnu vera ríkiligari hjá einum øðrum flogfelagið í sama sambandi.","travel
"
"Tað eru bara nøkur fá flogfeløg, sum bjóða ferðaseðlar vegna andlát, sum ger tað eitt sindur bíligari, at keypa flogferð til jarðarferð í síðstu løtu.","travel
"
