text,gemini_reply
درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها أغلى رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا.,"travel
"
قدْ يتطلّب ذلك مِلء استمارة لدى الشرطة المحلية أو زيارة مكاتبَ الهجرة.,"crime
"
يُغادر الناس المدن الصغيرة في سياراتهم في كل صباح ليذهبوا إلى أماكن عملهم ويقابلهم في الطريق الآخرون العاملون في المكان الذي غادروه للتو.,"geography
"
إذا لم تكن معتاداً على القيادة على الطرق الريفية، فكن حذراً: يوجد دائماً منحدرات حادة وممرات ضيقة ومنحنيات حادة.,"travel
"
كان المشي أول وسيلة مواصلات، بدأ البشر المشي بانتصاب منذ مليوني عام بالتزامن مع ظهور الهومو إريكتوس (تعني الإنسان المنتصب).,"science
"
يجب على المسافرين الذين يخططون لإجراء جراحة إعادة تحديد الجنس في الخارج التأكّد من أنهم يحملون وثائق صالحة لرحلة العودة.,"travel
"
في حالات أخرى، لا يحتاج إلى التسجيل إلا من يقيمون خارج أماكن الإقامة السياحية. ومع ذلك، فإن هذا يجعل القانون أكثر غموضاً، لذا اعرف مقدماً.,"travel
"
في حال كنت مسافرًا إلى دولة نامية لأول مرة، أو في مكان جديد من العالم، فلا تقلل من شأن الصدمة الثقافية المحتملة.,"travel
"
النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلن إنهن متزوجات.,"travel
"
الزيارات السياحية مكلفة، وتتطلب اللياقة البدنية، ولا يمكن أن تتم إلا في الصيف من تشرين الثاني إلى شباط، وتقتصر إلى حد كبير على شبه الجزيرة، والجزر، وبحر روس.,"travel
"
يمكن الجمع بين زيارة الموقع بشكل مناسب مع رحلة بالقارب إلى البحيرة.,"travel
"
من فضلك تذكر أنك في الأساس في موقع مقبرة جماعية، بالإضافة إلى أنه موقع له معنى يكاد يكون غير متناهي بالنسبة لجزء هائل من سكان العالم.,"religion
"
تأكد أن كل شيء سيكون واضحًا بمجرد أن تصل إلى المرسى. ستقابل المسافرين الآخرين الذين يطلبون التوصيل المجاني بالمراكب وسيخبرونك بما لديهم من معلومات.,"travel
"
وعلى نحو مماثل، فمن خلال الحصول على تأشيرة شنغن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من البلدان الأعضاء في شنغن على حدة، وبالتالي توفير الوقت والمال والأعمال الورقية.,"travel
"
ويمكن القيام بذلك باستخدام سيارة عادية مع التخطيط الدقيق ولكن ينصح باستخدام نظام الدفع الرباعي 4x4 بدرجة كبيرة، ويمكن الوصول إلى العديد من المواقع باستخدام نظام الدفع الرباعي المزود بقاعدة عجلات عالية فقط.,"travel
"
على الطرق الجليدية والثلجية، يكون الاحتكاك منخفضاً ولا تتمكّن من القيادة كما لو كنت تقود على أسفلت ناعمٍ.,"nature
"
سيارات الأجرة المشتركة وسيلة سريعة ومريحة للتنقل إلى الأماكن المجاورة، مثل بارو (Nu 150) وبوناخا (Nu 200).,"travel
"
تحاول طائرة توين أوتر الهبوط في كوكودا منذ البارحة كرحلة برقم CG4684 على خطوط طيران PNG، لكن العملية قد أوقفت مرة بالفعل.,"disasters
"
في قطارات النوم الليلية، يمكن أن يتم جمع جوازات السفر بواسطة المحصل حتى لا ينقطع نومك.,"travel
"
ومن المقرر أن يبدأ الجسر العمل بكامل طاقته في رمضان 1438ه، في نفس الوقت المتوقع عنده الانتهاء من نقاط التفتيش الجمركية البرازيلية.,"business
"
ولا يشمل أي تحالف لشركات الطيران المعابر الثلاثة على المحيط في نصف الكرة الجنوبي (ولا يغطي سكاي تيم أي من المعابر).,"business
"
طالما أنكم باقون في هذه المنطقة، يمكنكم عبور الحدود بشكل عام من دون الحاجة للمرور بنقاط تفتيش جوزات السفر مرة أخرى.,"travel
"
