text,gemini_reply
"MetroPlus é más konfortável y ménus lotadu mas un poku más karu, apézar di inda más baratu ki bilheti normal di métru na Europa.","travel
"
Kel-li pode iziji prenxe un fixa na pulísia lokal ô un vizita a dipartamentu di imigrason.,"politics
"
"Tudu palmanhan, pesoas ta sai di zonas pikinoti di fora na karu p-es bai ses lokal di trabadju y es ta pasa na otu pesoas ki ses distinu di trabadju é undi ki es kaba di sai.","travel
"
"Si bu ka sta kustumadu ku konduzi na strada di fora, sta atentu: ten txeu dixida inklinadu, faxa strétu y kurvas pertadu.","travel
"
"Priméru transporti konxedu éra anda, umanus kumesa anda retu dôs milhon di anus ku aparesimentu di Homo Erectus (ki signifika omi retu).","science
"
Viajantis ki sa plania un sirujia di mudansa di seksu na stranjeru debe asigura di ki es sa ta leba dukumentu válidu pa viajen di rigrésu.,"health
"
"Na otus kazus, so kes algen ki ta mora fora di alojamentu turístiku ten ki rejista. Nu entantu, kel-li ta torna lei mutu más obskuru, purtantu diskubri di antis.","travel
"
Si bu sa ta viaja nun país dizenvolvidu pa priméru bês - ô nun novu parti di mundu - ka bu subustima putensial xoki di kultura.,"travel
"
"Mudjer: É rikumendadu pa kualker mudjer viajanti fla ma el é kazadu, indipendentimenti di se stadu sivil efetivu.","travel
"
"Vizitas turístiku é karu, ta iziji aptidon fíziku, so pode kontise na veron di Nov-Fev, y é en grandi parti limitadu a Península, Ilhas y Mar di Ross.","travel
"
Un vizita a lokal pode ser konvinientimenti konbinadu ku un viajen di barku pa lagu.,"travel
"
"Pur favor, lenbra ma isensialmenti bu sa ta vizita un lugar di vala kumun, y tanbê un lugar ki ten un signifikadu kuazi inkalkulável pa un parti signifikativu di populason di mundu.","travel
"
Ten serteza ma óras ki bu txiga na marinas tudu ta fika bastanti óbviu. Bu ta inkontra ku otus algen ki ta pidi buleia di barku y es ta partilha ses informason ku bo.,"travel
"
"Asi tanbê, óras ki bu tene un vistu Schengen, bu ka meste pidi vistu siparadu pa kada un di kes país ménbru di Schengen, u ki ta fazebu popa ténpu, dinheru y papelada.","travel
"
"Kel-li pode fazedu nun karu normal ku planiamentu kuidadu, mas un 4x4 é altamenti rikumendadu y txeu lugar só é asesível ku un 4x4 di bazi di roda altu.","travel
"
"Na strada ku jélu y ku névi, atritu é poku y bu ka pode konduzi sima ki bu sta na asfaltu nu.","disasters
"
"Táksis partilhadu é un meiu rápidu y konfortável di viaja pa lugaris pertu, sima Paro (Nu 150) y Punakha (Nu 200).","travel
"
"Twin Otter tinha tentadu atéra onti na Kokoda komu Airlines PNG Flight CG4684, mas dja el tinha abortadu un bes.","disasters
"
"Na konboius di noti, kondutor pode toma pasaportis pa bu sonu ka ser interonpidu.","travel
"
"Ponti sta programadu pa sta totalmenti operasional na Sitenbru di 2017, mare en ki ta speradu pa postu di kontrolu di alfandega Brazileru pa ser konkluídu.","business
"
Ka ten aliansa di konpanhia aériu ki ta kubri três viajen transosiániku Emisfériu Sul (y SkyTeam ka ta kubri ninhun des viajen).,"travel
"
"Kontantu bu fika nes zona, jeralmenti bu pode travesa frontera sen pasa pa pontus di kontrolu di pasaporti otu bês.","travel
"
"Apésar di bu pode pensa ma é intuitivu djunta ku kel konpanhia aériu ki más bu ta viaja, bu debe sta sienti di ki priviléjius oferesidu é monti bês diferenti y ki pontus di pasajeru pode ser más vantajozu através di un konpanhia aériu diferenti na mésmu aliansa.","travel
"
"Apénas alguns konpanhia aériu inda ta oferese tarifas di lutu, u ki ta riduzi un kuzinha kustu di viajens di funeral di últimu ora.","travel
"
Turistas pode vizita diferentis pontus di riferénsia di un diterminadu país ô es pode sinplismenti opta pa konsentra so na un ária.,"travel
"
"Ilha di Bowen é un viajen di un dia ô paseiu di fin di simana pupular ki ta ten kaiaki, kaminhadas, lojas, ristoranti, y mutu más.","travel
"
"Viaja di avion pode ser un spiriénsia asustador pa pesoas di tudu idadi y orijen, spesialmenti si nunka es ka viajaba di avion antis ô tevi un iventu traumátiku.","travel
"
"Enfin, utiliza bu karu é un ótimu manera di faze un viajen di karu, mas raramenti en si é un manera di “akanpa”.","travel
"
"Rijistu é más un rikizitu pa prusesu di toma vistu. Na alguns país, bu debe rijista bu prizensa y inderesu undi ki bu sta alojadu na outoridadis lokal.","travel
"
Vias fluvial na intirior pode ser un bon tema pa faze un féria.,"travel
"
"Transporta pa otus - Nunka ka bu dexa bu malas fora di bu vista, spesialmenti oras ki bu sa ta travesa fronteras internasional.","travel
"
"Vikings uza kes vias fluvial di Rúsia pa txiga na Mar Negru y na Mar Káspiu. Partis des rota inda pode ser uzadu. Verifika iventual nisisidadi di lisensas spesial, ki pode ser difísil di konsigi.","travel
"
