text,gemini_reply
"MetroPlus est su prus còmudu e prus pagu prenu de zente ma azigu prus caru, sende chi in cada manera prus batatu de sos billetes normales de sa metropolitana in Europa.","travel
"
Custu diat pòdere rechèdere sa compilatzione de unu mòdulu cun sa politzia de su logu o una bìsita a sos ufìtzios.,"crime
"
"Cada manzanu, sas persones dae sas tzitades piticas de su sartu andant a traballare a vetura e sunt passadas dae àteros chi tenent sa destinatzione de traballu in su logu chi issos ant apenas lassadu.","geography
"
"Si non ses pràticu guidende in caminos de campagna, mantene sos ogros abertos: sunt totu pigadas punta a susu, camineddas istrintas e cùidas filadas.","travel
"
"Su primu trasportu connotu est a pee, sos umanos ant cumintzadu a caminare istantàrgios duos miliones de annos a oe cun s’istàdiu de s’Homo Erectus (chi cheret nàrrere òmine istantàrgiu).","travel
"
Sos biazadores chi tenent idea de si fàghere un’interventu chirùrgicu in foras pro si torrare assignare su sessu si depent segurare de giùghere in fatu sos documentos bàlidos pro su biazu de torrada.,"travel
"
"In sos àteros casos, petzi sos chi istant in foras de sas istruturas de retzida si depent registrare. Nointames, custu faghet chi sa leze siat crara prus pagu meda, duncas in antis est a s’informare.","politics
"
Si biazas pro sa prima borta in unu paisu in bia de isvilupu – o in un’ala noa de su mundu – non sutavàlutes su chi podet èssere s’ispramu culturale.,"travel
"
"Fèminas: est racumandadu chi totu sas fèminas chi biazant narent chi sunt cojuadas, no importat s’istatus tzivile reale.","travel
"
"Sas bìsitas turìsticas sunt caras, cherent a istare bene de carena, si podent fàghere petzi in istiu dae Santandria a Freàrgiu, e sunt limitadas pro su prus a sa penìsula, ìsulas e a su mare de Ross.","travel
"
Una visita a su situ podet èssere cumbinada bene cun un’escursione cun sa barca a su lagu.,"travel
"
"Regorda chi ses visitende essentzialmente su logu de unu campusantu de massa, e unu situ chi tenet unu sentidu chi casi non faghet a carculare pro una parte cunsistente de sa populatzione de su mundu.","geography
"
Assegura·ti chi cando lompes in sos portos totu podet èssere bastante òviu. As a addobiare àteros firmadores de nae e ant a cumpartzire sas informatziones issoro cun tegus.,"travel
"
"A sa matessi manera, si tenes unu vistu Schengen, no est pretzisu rechèdere sos vistos separados pro cada unu de sos paisos membros Schengen, risparmiende gasi tempus, dinare e pabiros.","travel
"
Custu si podet fàghere in una vetura normale cun una pianificatzione atenta ma una vetura 4x4 est cussigiada e medas logos sunt atzessìbiles isceti cun rodas 4x4 artas.,"travel
"
"In carreras astragadas e niadas, s’atritu est bassu e non podes guidare comente si esseres in s’asfaltu netu.","sports
"
"Sos taxi cumpartzidos sunt unu mèdiu lestru e còdomu pro biazare a logos acanta, comente Paro (Nu 150) e Punakha (Nu 200).","travel
"
"Sa Twin Otter at proadu a calare in Kokoda eris comente Airlines PNG Flight CG4684, ma aiat annulladu giai una borta.","disasters
"
"In sos trenos a de note, su ghiadore podet rimunire sos passaportos in manera de non ti segare su sonnu.","travel
"
"Su ponte est istadu ischedadu pro èssere operativu de su totu in Cabudanni de su 2017, cando sos casellos brasilianos fiant in isetu de èssere terminados.","business
"
Peruna alleàntzia de cumpangias aèreas coberret totu sas rugraduras de sos tres otzèanos in s’emisferu sud (e SkyTeam non coberret peruna rugradura).,"travel
"
"Fintzas a cando abarras in custa zona, in generale podes rugrare sas làcanas chena colare torra dae sos controllos de sos passaportos.","travel
"
"Mancari potzas pensare chi est intuitivu a intrare in sa cumpangia aèrea cun sa chi bolas de prus, dias dèpere ischire chi sos vantàgios ofertos a s’ispissu sunt diferentes e sos puntos de cliente frecuente podent èssere prus generosos suta una cumpangia diferente in sa matessi alleàntzia.","travel
"
"Petzi pagas cumpangias aèreas frunint galu tarifas de lutu, chi faghent unu pagu de iscontu pro su costu de unu biazu de s’urtimu momentu pro unu funerale.","travel
"
Sos turistas podent visitare monumentos diferentes de un’istadu ispetzìficu o podent seberare simpremente de si cuntzentrare in un’àrea ebbia.,"travel
"
