text,gemini_reply
"MetroPlus метросунда жүргүнчүлөр азыраак жана жайлуу болгону менен, бир аз кымбатыраак, ошентсе да Европадагы кадимки метролордун билеттеринен арзан.","travel
"
Бул иммиграция кеңсесине барууну же жергиликтүү полиция кызматкери менен форманы толтурууну талап кылышы мүмкүн.,"politics
"
"Күн сайын эртең менен адамдар чакан шаарларынан унаалары менен чыгып, жумуш жерине жөнөшөт, ошол эле учурда алар жашаган жердеги жумуш жерине келе жатышкан башка адамдар менен каршылашып өтүшөт.","business
"
"Эгер айыл жолдорунда унаа айдап көнбөсөңүз, анда тике эңкейиштер, тар тилкелер жана кескин бурулуулар басымдуулук кылаары эсиңизде болушу керек.","travel
"
"Эң биринчи белгилүү транспорт жөө басуу болгон, эки миллион жыл мурун Хомо Эректустун (тик басып жүргөн адамды түшүндүрөт) пайда болушу менен адамдар тик баса башташкан.","science
"
Чет өлкөгө жынысын алмаштыруу үчүн бара жаткандар кайра кайтып келе алышы үчүн жарактуу документтери болушу керек.,"health
"
"Туристтик жайларда калбаган туристтер гана каттоодон өтүшү керек. Бул мыйзам түшүнүксүз болушу мүмкүн, ошондуктан алдын ала тактап алыңыз.","travel
"
"Эгер өнүгүп жаткан өлкөгө же дүйнөнүн жаңы жерине биринчи жолу саякаттап жатсаңыз, мүмкүн болгон маданий дендирөөгө даяр болушуңуз керек.","travel
"
"Аялдар: Саякатка чыккан аялдарга кандай гана болбосун, үй-бүлөлүү экенин айтуу сунушталат.","travel
"
"Туристтик сапарлар кымбат болуп, дене-бойдун даярдыгын талап кылып, ноябрь-февраль айларында гана мүмкүн болуп, көбүнчө жарым аралдар, аралдар жана Росс деңизи менен чектелип калат.","travel
"
Аймакка болгон сапарды көл үстүндө кайык менен да айкалыштырууга болот.,"travel
"
"Сиз негизинен жалпы көрүстөнгө, ошол эле убакта дүйнө калкынын олуттуу бөлүгү үчүн дээрлик эсепсиз мааниге ээ болгон жерге бара жатканыңызды эсиңизден чыгарбаңыз.","religion
"
"Яхталардын пристанына түшкөндө, баары айкын болоруна ишене берсеңиз болот. Кайыкта акысыз саякатттаган башка адамдарды да кезиктирип, алардан маалымат аласыз.","travel
"
"Эгер сизде Шенген визасы болсо, Шенгенге мүчө өлкөлөрүнө кайра виза алуу үчүн кайрылбайсыз, бул сиздин убакытты жана каражатты үнөмдөп, документ иштерин азайтат.","travel
"
"Муну кылдаттык менен жасалган кадимки унаа менен аткарса болот, бирок көптөгөн аймактарга 4х4 кыймылдаткычтуу дөңгөлөктөрү болгон унаалар менен гана жетсе болот.","travel
"
"Тоңгон жана кардуу жолдордо сүрүлүү аз болгондуктан, ал жерде унааңыз асфальттагыдай жүрө албайт.","nature
"
Жалпы таксилер менен Паро (150 бутан нгултрум) жана Пунака (200 бутан нгултрум) сыяктуу жакын жерлерге тез жана оңой жетүүгө болот.,"travel
"
"Твин Оттер кечээ ПНГ авиакомпаниясынын 4684 рейсин Кокодага кондурууга аракет кылды, бирок бул аракет бир жолу ишке ашпай калган.","disasters
"
Түнкү поезддерде тынч укташыңыз үчүн кондуктор паспортторуңузду жыйнап алышы мүмкүн.,"travel
"
"Бразилиянын бажы посттору аягына чыкканы менен, 2017-ж. сентябрь айында көпүрө толук бойдон ишке киргизилиши керек.","geography
"
"Авиакомпаниялардын бир да альянсы Түштүк Жарым шарындагы океан аркылуу үч жолу учуу мүмкүнчүлүгүн тартуулабайт (SkyTeam болсо, бир да учуу мүмкүнчүлүгүн тартуулабайт).","travel
"
"Ушул аймакта гана жүрсөңүз, чек арадан паспорт көзөмөл пунктунан өтпөй эле чыга аласыз.","travel
"
"Көп учкан авиакомпанияга кошулууну түшүнүктүү деп эсептегениңиз менен, берилген артыкчылыктар айырмаланып турарын жана көп учкандарга берилген упайлар бир эле альянстагы башка авиакомпанияда көбүрөөк болушу мүмкүн экенин унутпаңыз.","travel
"
"Кээ бир авиакомпаниялар жакын кишилеринен айрылгандарга арзан бааларды сунуштап, акыркы сапарга узатууга кеткен чыгымдарды азайтууга жардам беришет.","disasters
"
Туристтер кандайдыр бир өлкөнүн кызыктуу жерлерине барып же жөн гана бир эле аймакка басым жасай алышат.,"travel
"
"Боуэн аралы — адамдар дем алыш күндөрү бир күндүк сапар же экскурсия үчүн эң көп барган жер. Ал жерде каякинг, жөө басуу, ресторандар, дүкөндөр жана башка көптөгөн нерселер сунушталат.","travel
"
"Учакта учуу ар кандай жаштагы жана ар түрдүү улуттагы кишилер үчүн коркунучтуу болушу мүмкүн, өзгөчө алардын биринчи учуусу же учакка тиешелүү оор эскерүүсү болсо.","travel
"
"Кыскача айтканда, унаа сапарга чыгуунун эң сонун жолу, бирок ""түнөп калуунун"" сейрек ыкмасы болуп эсептелет.","travel
"
Виза алуу үчүн катталуу да талап кылынат. Айрым өлкөлөрдө келгениңизди жана жашаган дарегиңизди жергиликтүү органдар аркылуу каттоо керектелет.,"travel
"
Майрам өткөрүүгө ички суу жолдору ылайыктуу болушу мүмкүн.,"travel
"
"Кимдир-бирөөнүн жүгүн алып өтүү боюнча — Айрыкча эл аралык чек арадан өтүп бара жатканда, баштыктарыңызды эч качан көз алдыңыздан чыгарбаңыз.","crime
"
Викингдер орустардын суу жолдору аркылуу Каспий жана Кара деңизге барышкан. Бул каттамдардын бөлүктөрүн дагы эле колдонууга болот. Алуу кыйынга турушу мүмкүн болгон атайын уруксаттардын зарылчылыгын карап көрүү керек.,"geography
"
"Климатташууңуз үчүн алгачкы күндөрүңүздө айрыкча батыш стилиндеги жана сапатындагы отелдерди, кызматтарды жана тамактарды колдонууну ойлонуп көрүңүз.","travel
"
АКШнын грин-картасына ээ болгон Кубанын жарандары ушул талаптан бошотулушу үчүн Эквадордун элчилигине барышы керек.,"politics
"
"Орточо билеттердин баасы 7000 ¥ тегерегинде, ал эми көбүнчө иш-чараларга билеттердин баасы 2500 ¥ — 130,000 ¥ арасында болот деп күтүлүүдө.","entertainment
"
Көп салык алынган өлкөлөргө багыт алган саякатчылар кээде айрыкча спирт ичимдиктери жана чылым сыяктуу өнүмдөр аркылуу бир топ акчаны үнөмдөй алышат.,"travel
"
"Ошондой эле, үйгө кайтууга жардам берүүнү каалаган саякат компанияларына жана туугандарга же досторго полистин/келишимдин көчүрмөлөрүн бериңиз.","travel
"
"Европа — көптөгөн эгемендүү өлкөлөрдү камтыган, бирок салыштырмалуу кичинекей континент. Жагдайлар кадимкидей болгондо, бир нече өлкө аркылуу саякаттоодо бир нече жолу паспорттук жана виза текшерүүсүнөн өтүүгө туура келмек.","travel
"
"Сирена кемпингге кошумча жатакана менен ысык тамак сунуш кылган жалгыз рейнджерлер бекети болуп саналат. Ла Леона, Сан Педрильо жана Лос Патосто тамаксыз кемпинг гана сунушталат.","travel
"
"Чоң топтор үчүн турлар арзаныраак болот, эгер сиз жалгыз болсоңуз же бир эле досуңуз болсо, мыкты баада сатып алуу үчүн башка адамдар менен таанышып, төрттөн алты адамга чейинки топ түзүүгө аракет кылыңыз.","travel
"
Бул альянста тез-тез учкан аба каттамыңызды кылдаттык менен тандашыңыз керек.,"travel
"
"Сиз бара турган өлкөгө саякаттоо сунуштары колдонулса, сиздин сапардан баш тартуу учурларындагы камсыздандырууңузга же туристтик медициналык камсыздандырууңузга анын таасири тийиши мүмкүн.","travel
"
"Өз унааңа отуруп, алыска сапар алуу жөнөкөйлүгү менен өзүнө тартат.","travel
"
"Ошентсе да эң кызыктуусу, мисалы, Пенсильвания Уайлдс каттамынын башка көп тилкелерине караганда бул жерде мобилдик телефон кызматы алда канча күчтүүрөк.","technology
"
"Кенен парктар, айнек каптоосу бар үйлөр жана заманбап соода борборлору, салттуу кызыл черепица төшөлгөн чатырлар, 18-к. базары жана эски мечиттер менен чиркөөлөр болсо да, шаарда салтуу Түркияга караганда Жер Ортолук Европанын атмосферасы көбүрөөк сезилет.","travel
"
"Иерусалимде тарыхый, археологиялык жана маданий жерлер, заманбап соода үйлөрү жана тамактануучу жайлар абдан көп.","geography
"
"Ондогон зыяратчылар жыл сайын жаракат алышат, анткени аралыкты туура сакташпайт. Бул жаныбарлар чоң, жапайы жана коркунучтуу, андыктан аралыкты сактаңыз.","nature
"
Жаныңызда эмнени алып келип жана алып кете турганыңызды жакшы билип жана мыйзам чектеринен тышкары эч нерсени декларацияга жазбашыңыз керек.,"travel
"
Түрк аба жолдору 2014-ж. карата Африканын 30 өлкөсүндөгү 39 шаарга каттайт.,"travel
"
Палавандагы Пуэрто-Принцессага багыт алган кеме Avenger классындагы минага каршы туруштук берген согуш кемеси болгон.,"geography
"
Меймандостук көрсөтүү тармагы — саякатчыларды жергиликтүү тургундар менен бириктирген уюм.,"travel
"
"Район арасындагы автобустар көбүнчө толуп калгандыктан, билетти эки-үч күн эрте сатып алуу сунушталат.","travel
"
Алар велосипед тебүү жана жөө басуу маршруттарын аныкташат.,"travel
"
"Түштүк Африканын бардык улуттук парктарындай эле, паркка кирүү жана кайтаруу үчүн күн сайын акы алынат.","travel
"
"Бул чыныгы жамаат Хау Саундда, Ванкуверге жакын жерде жайгашкан жана ал жерге Ванкувердин ылдыйкы бөлүгүндө жайгашкан Гранвиль аралынан рейс менен кеткен суу таксилери аркылуу барса болот.","travel
"
"Эмне үчүн ташуучу тутумдар мындай арызданууларды жаратат, эмне үчүн алар күн сайын үзгүлтүүккө учурап турат? Ташып жүрүүчү инженерлер ушунчалык жөндөмсүзбү? Же башка бир олуттуу нерсе болуп жатабы?","technology
"
