question,gemma3_answer
"Araka ilay sombin-dahatsoratra, iza amin'ireto vahaolana manaraka ireto no tsy heverina fa fitsaboana soritr'aretin’ny olana ara-tontolo iainana?",3
"Taiza ny firenena nisy ady voalohany tany Eoropa, izay nahitana olana fototra teo amin’ny fifandanjan-kery fa tsy ny resaka fivavahana?",4
Iza no ady nolazaina indraindray fa ‘ady ara-pivavahana’ farany?,1
Iza amin'ireto lafin-javatra manaraka ireto tamin'ny Eglizy Katolika no tsy nodinihina lalina?,1
"Araka ilay sombin-dahatsoratra, iza no nisy namono tao Versailles?",4
Iza amin'ireto manaraka ireto no tsy nanaovan’ny vahoaka fanerena tamin'ny Mpanjaka sy ny Mpanjakavavy?,3
Iza amin'ireto manaraka ireto ho an'i Grande-Bretagne no tsy vokatry ny ady an-dranomasina nahazatra?,3
Fanambarana inona no tsy manoritsoritra mazava tsara ny fanakanan’ny tafika an-dranomasina Britanika an'i Alemaina?,1
"Araka ilay sombin-dahatsoratra, iza no tena angambaina indrindra ho voan'ny sclérose en plaques?",1
"Araka ilay sombin-dahatsoratra, mila fanohanana bebe kokoa amin'ny inona ny mpandray anjara amin'ny hetsika tsy tapaka?",1
"Araka ilay sombin-dahatsoratra, ahoana no fomba mahazatra hilalaovana escrime?",4
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no famantarana matanjaka indrindra ny fanapoizinana anaty?",4
"Araka ilay sombin-dahatsoratra, inona no dingana voalohany sahaza rehefa manombantombana niharam-boina iray?",1
Iza amin'ireto fanambarana manaraka ireto no tsy ahitana taratra mazava ny fizotry ny fizahana niharam-boina?,1
Iza tamin'ireo fiovana vokatry ny Revolisiona Frantsay no nisy fiantraikany goavana teo amin'ny olom-pirenena amin’ny sarangan’ny mpiasa?,2
"Taorian'ny Revolisiona Frantsay, ny fahombiazana teo amin'ny tafika sy ny asa atao hafa dia tsy dia nifototra loatra tamin'ny inona?",2
Iza amin’ireo sampan-draharaham-panjakana no lazaina fa miteraka fahasorenana be indrindra any amin’ireo firenena mandroso?,3
"Araka ny andalana, inona no azo lazaina momba ny rafitra fitateram-bahoaka?",3
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no sarotra refesina ny fatrany noho ny tsy fahazoa-maminany an’ireo mpamily?",4
Iza amin'ireto manaraka ireto no ampiasaina hanehoana ny fifamoivoizana amin'ny fomba matematika?,3
Inona no nampiasain'i Hershey sy Chase mba hametrahana ny ADN? ,4
Miankina amin'ny inona ny fahafahana mifindra amin'ny fiovana mankany amin’ny taranaka?,1
"Araka ny fampahalalana nosoratana, tsy miankina amin'ny inona ny vokatry ny fiovana samihafa?",4
Iza amin'ireto manaraka ireto no tsy antony niompian’ny kolontsaina fahiny osy?,3
Ny tanjon'ny fanaovana golf dia ny maka inona amin’ny isa kely indrindra?,2
"Amin'ny kianja fanaovana golf, aiza no tena fohy kokoa ny bozaka?",2
Inona no tanjona ankapobeny amin'ny fanaovana andrana?,1
"Araka ilay sombin-dahatsoratra, inona no tsy manampy amin'ny fitarihana fikarohana ara-tsiansa?",2
"Araka ilay sombin-dahatsoratra, fanambarana inona momba ny tadio no tsy marina?",3
"Araka ilay sombin-dahatsoratra, iza amin'ireto fanambarana manaraka ireto no manoritsoritra tsara ny ankamaroan'ny tadio?",1
Iza amin’ireto manaraka ireto no nanomboka nataon’ny olombelona tamin’ny taonjato faha-16?,4
Hafiriana no nampiasan’ny olombelona solomaso loupe hanalehibeazana ny zavatra jerena?,1
"Araka ilay sombin-dahatsoratra, inona no lazain’ny zohin’i Muhammad momba ny fomba fanao ara-panahy na ny soatoaviny?",1
"Araka ilay sombin-dahatsoratra, inona no nampiasana ny vy voalohany?",3
"Araka ilay sombin-dahatsoratra, nahoana no nosoloina kodiaram-by ny kodiaran-kazo?",4
"Araka ilay sombin-dahatsoratra, inona no namolavola ny olona nandritra ny vanim-potoan'ny Romantisma?",2
Iza amin'ireto fanambarana manaraka ireto no tsy ahitana taratra ny hevitra ankapoben’ny determinisma teknolojika? ,1
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no tsy misy ifandraisany amin'ny fanenjanana ny renitsipìka?",4
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no mifandray amin'ny feo malefaka kokoa?",3
Mampiseho ny fôsily fa ny tanana dia natao indrindra ho ampiasaina amin’ny iza amin’ireto manaraka ireto?,1
Iza amin'ireto manaraka ireto no manoritsoritra tsara ny vanin-dratsan’ny chimpanzé? ,3
Ny fifantenana dia manafoana ny fiovana zenetika vaovao avy amin'ny andiana inona?,1
Inona no dingana hanaovana ny fanampiana fiovana zenetika?,1
"Araka ilay sombin-dahatsoratra ao amin’ny fanazavana, iza amin’ireo no tokony hohanin’ny primate mba hamahana ny “olana momba ny proteina”?",3
"Araka ilay sombin-dahatsoratra, iza amin'ireto olana manaraka ireto no tsy avy amin’ny tsy fahampian'ny asidra amine tena ilaina?",1
Ahoana no anehoan'ireo mpikambana ao amin'ny sobakolontsaina manokana ny fifandraisany amin'ny vondrona?,4
"Araka ny teoria naseho tao amin'ilay nosoratana, inona no mety hitranga amin'ny ankizy iray izay miseho amin'ny fokon’olona vitsy an'isa natao jery vilana manavakavam-bolon-koditra fa mety handrahona?",2
"Araka ilay sombin-dahatsoratra, ny fahalalan'ny ankizy momba ny fitsaratsaram-poana ara-bolonkoditra dia mety hisy fiantraikany amin'iza amin’ireto manaraka ireto?",2
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no tsy angambaina hifanaraka amin'ny fitaizana zaza haolo?",2
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no manoritsoritra tsara ny fitondran-tena haolo eo amin’ny ankizy?",2
"Araka ilay sombin-dahatsoratra, iza amin’ireo fomba fanao manaraka ireto no tsy mifanaraka amin'ny fambolena miompana amin'ny fivelomana?",2
Iza amin'ireto manaraka ireto no manoritsoritra tsara ny fomba fambolena miompana amin’ny fivelomana?,4
Tafiditra ao anatin'ny sokajin'ny fizahantany inona ny fitsidihana tranom-bakoka?,3
"Araka ilay sombin-dahatsoratra, inona no mety ho laharam-pahamehana ho an'iireo mpandeha miala voly?",2
Inona no voalaza ao amin’ilay andalana fa nanampy tamin’ny fampitoniana ny tahotry ny fiovana eo anivon’ny fiangonana eo an-toerana?,1
"Araka ilay sombin-dahatsoratra, manampy amin’ny inona ny fahatakarana ny tantaran'ny tena manokana?",3
Iza amin'ireto fanambarana manaraka ireto no manoritsoritra tsara ny fomba fianarana post-maoderina?,2
Iza amin'ireto fanambarana manaraka ireto no tsy ahitana taratra mazava ny fomba fianarana aorian’ny maoderina?,4
"Taorian'ny fifohazana niniana nandritra ny fotoanan'ny torimaso mahazatra, iza amin'ireto no mety tafiditra amin’ny fizotry ny fahatapahan'ny torimaso?",2
Iza amin'ireto manaraka ireto no mamaritra marina momba ny fahatapahan'ny torimaso?,3
"Rehefa mitady ho zavatra mazava tsara no nofisin’ny atidoha matetika kokoa, inona no mitombo?",4
Iza amin'ireto vokany ratsy ireto no mety hisy fiantraikany amin’ny vatana rehefa manofy matetika momba ny zava-miseho mazava tsara?,2
"Araka ny andalana, ahoana no itovizan'ny ekipa amin’ny endriny mahazatra sy ny ekipa virtoaly?",1
"Araka ilay sombin-dahatsoratra, inona no fanambarana tsy marina momba ny ekipa miatrika mivantana sy virtoaly?",3
Iza amin'ireto manaraka ireto no tsy ifantohan'ny votoatin’ny teoria?,1
Iza amin'ireto no tsy anisan'ny fitsipika momba ny ampahatelony?,3
Iza amin'ireto manaraka ireto no tsy manoritsoritra ny endriky ny sary 35mm?,1
"Araka ilay sombin-dahatsoratra, rehefa mampitombo ny kalitaon'ny famokarana masom-pakantsary ireo mpanamboatra, ahoana no nanatsarana ny masom-pakantsary misy zoom?",3
"Araka ny fampahalalana ilay sombin-dahatsoratra, rehefa oviana ny masom-pakantsary misy zoom no tsara kokoa noho ny masom-pakantsary tsy misy zoom?",1
Iza amin'ireto manaraka ireto no tsy ho raisina ho famaritana marina momba ny Zava-miafina?,4
"Araka ilay sombin-dahatsoratra, iza amin'ireto manaraka ireto no tsy teboka ifantohan’ny Mysticisme?",2
