question,gemma3_answer
"Jëm ci lu ñu bind, lan la ñu mënuta jàppe ni ap tektal bu leer ngir mëna joolil bu baax akorjon bi?",4
"Boy suwé okarjon bi, yan ci yii toop ñooy lay dimbali ngir nga yokk baat bi?",1
Lu tax nataal yi ci tele bi am seeniy cat yu ñu dagg?,1
"Jëm ci lu ñu bind, ban ci jafe jafe yii la kenn mëna jankonteel buy wëlbëti ap film ci melokaanu DVD?",1
Fan la xarekat angalé yi nekkoon?,3
Kan la màndargaam feeñ ci kayit bu ñu bind?,1
"Ban ci barab ñuy lim, ban la ici Dunlap broadside yi mujjee yegg?",2
Fan la xarekatu Kolonel Stark yi nekkoon?,4
"Jëm ci lu ñu bind, kañ la gooru Stark yi yaatal seen miir?",3
"Jëm ci lu ñu bind, ban ci yii toop moo doon benn ci jàmono yu gëna meti yu Chine?",3
"Jëm ci lu ñu bind, lan moo dëggu ci mbooloop xarekat mel ni melentaan di dugg ci ap waxtu fu ñu amulee dëkkuwaay?",1
"Jëm ci lu ñu bind, ban kàddu mooy wone bu baax nu xarekat yi mel ni ay melentaan tàmmee taag yi ci waxtu bu ñu amulee dëkkuwaay?",1
Ban ci yii toop ñooy wéyi moone téewaayu nataal yi ci biti?,1
Ban baat mooy wone ay nit yuy wone ay nataalu copite ci seen yaram?,4
Ban ci yii toop mooy baat bu baax bi ngir organism mi toog ci ap bërëp mu wuute?,4
Ban ci yii toop moo dul doon ap misaalu bërëpu gàncax bu ñuy jëfëndikoo ngir jëfi turism?,1
"Jëm ci lu ñu bind, ban ci yii toop mooy tërëlinu yoonu dem ak dikk bi?",1
Partikul yu xooxu orbit yan faanu sars la ñu am?,1
Xoox bi yan partikul la am?,4
"Jëm ci lu ñu bind, ban ci yii toop mooy ap misaalu arafu seexal bu juroomi tomb?",1
Lan ci mbir yii lañuy wooye chiffre binaire?,1
Ban ci yii toop la ñu limul ci lu ñu bind ni ap njariñ bu njëkk ngir ndongo yii di am bolog?,1
Ban ci yii faanu bolog la ñu lim ni luy junj ndongo yi ñu yeesal seeniy mënin ci mbind?,1
Ban ci yii toop moo nekkul ap njariñu jookalante asynchrone ngir ndongo yi? ,2
"Jëm ci lu ñu bind, ban ci faanu jokalante asynchrone yii toop moo jagul ak ndongo yi?",4
Lu ñu waxul ci baat bi ni lenn lu kenn mënuta boole ak këru buur ci jàmono xaaju àt ya?,3
Ban ci yii toop moom la ñu waxul ci lu ñu bind ni ap xet walla baat bu ñu mënutawoona wax ci biir këru buur yii daanu?,1
Ban ci yii toop mooy ap firndeel bu dëggu bu kërup Kirby Muxloe?,1
Ban ci faanu tëralin yii la ñu mëna jàppee ni yu dul tontu faan yu ñu tàmm yi ngir Kërup Kirby Muxloe ci waxtu bu ñu bind ci mbind mi?,3
"Jëm ci lu ñu bind, ban ci yii toop mooy doon biy gëna am njariñ ngir ap dawkat miy waajal waxtu mii di dikk si?",1
"Jëm ci lu ñu bind, ban ci yii toop moo am solo lool ngir ap dawkat buy daw xaaju kilomeetar te bokk ci ñu gën?",4
"Ngir ap dawkat, ban ci yii toop la ñu mënuta antul ci ay taagatu lekk kesse?",1
"Sukkëndiku ci lu ñu bind, ban ci yii toop la ñu tektalul ni ap yoon ngir dawkat yu ndaw yi gëna am bànneex ci seen taagatu?",1
"Jëm ci lu ñu bind, lu tax ap dawkatu diggënte bu gaat wara jënd ap piesu jumtukaay bu gëna seer?",4
"Jëm ci lu ñu bind, lan la daw diggënte bu gaat di laaj?",1
Kan moo gëstu ba gis riiru nukléer yuy xëccaate? ,3
Ci ban àt lañu nanguwoon royukaay bu njëkk mi ngir riiru paj ak nataal? ,1
"Jëm ci lu ñu bind, lan la nit ñi wara am jëm ci am degg degg bu am doole ngir mëna firi jëfinu ñeneen ñi?",3
"Jëm ci lu ñu bind, xam jublukaay dina dimbamli nit ñi ñu def lan?",4
"Jëm ci lu ñu bind, ban ci yii toop moo di ap tënk bu woor bu jublukaayu AI?",2
"Jëm ci lu ñu bind, ban ci yii toop mooy lu ñuy tàmm booleel ak AI?",1
"Jëm ci lu ñu bind, ban ci yii toop mooy dooleeb kenn ak ay xalaat yuy bokk melokaan?",1
"Jëm ci lu ñu bind, ban ci yii toop la ñu jappeewul ap mbir mu ñuy fonk ci xalaat yu bokk mingoo?",1
"Jëm ci lu ñu bind, ban ci yii toop la ñu dul jappee ni ap jëfinu xarkanam gu gàtt?",2
Ban ci baat yii toop ci jëfinu xarkanam gu gàtt la firndeelam dëgguwul?,1
Ban ci yii toop moo dem ba gëna am solo ndax Renaissance bi? ,2
"Ginaaw Renaissance, lan ci mbir yii lañu joxatul woon solo?",2
Ban ci mbir yii moo méngoowul ak bëgg-bëggu jëfandikoo internet ngir  wéyal ab diggante?,2
Ban ci yii toop moo dul wone ap motivasyon di jëfëndikoo internet bi ngir sa jëfi bopp?,2
Kañ la Europu penku daggee di sukkëndiko bu baax ci royukaay yi te tambalee samp seen estilu bopp?,2
Di jëfëndikoo ay buton ngir teye yere nekkoon na lu juddoo ci lan? ,1
"Jëm ci lu ñu bind, ban ci yii toop moom la ñuy jappee ni ap saafara buy yagg ngir jafe jafe gàncax gi?",2
"Jëm ci lu ñu bind, ban ci saafara yii toop la ñu dul jàppee ni ap saafara buy faj luy wone jafe jafe yi te du faj lu ko waral?",2
Ci ban réew la xare bu njëkk mi ci Europe amoon bu jafe jafeem bu rëy waxoon nañu ni mo doon tolëlewu kàttan te baña am ap kilifteef diiné?,4
Ban xare la ñuy yeeni saay ràññëlee ni xare diiné bu mujj?,3
Ban ci mbir yii toop bu jàngu katolik bi la ñu dul woon gëstuwaat?,1
"Jëm ci lu ñu bind, kan la ñu boomoon ca Versailles?",1
Ban ci yii toop la mbooloom ñu doon ñaxtu forséwul woon ci kaw Buur bi ak Lingéer bi?,1
Ban ci yii toop nekkul lu jogee ci xeexub gaal yi bu Angalteer fu ñu mënoo na jëfëndikoo bepp faanu gànnaay?,1
Ban baat moo dul wone blokaasu gaalu Angalteer ak Almaañ?,1
"Di sukkëndiku ci lu ñu bind, kan la ñuy jagleel testu sclérose yu bare?",3
"Jëm ci lu ñu bind, ñu bokk ci ay aktviwite saa su nekk ñoo gënoona soxla ndimbël ngir lan?",1
"Jëm ci lu ñu bind, naka la ñuy suwee eskrim?",3
"Jëm ci lu ñu bind, ban ci yii toop mooy doon luy wonale bu baax ap tooke ci biir?",1
"Jëm ci lu ñu bind, lan mooy jëf ju njëkk bu war gi boo leen di jege ap viktim?",1
Ban ci baat yii nekkul di wone bu baax nuñuy gëstuwee ap viktim?,2
Ban ci copite yu Revolution Française bi junj amoon ap jëf bu am solo ci sitwayin yiy liggéey?,3
"Di toop Revolution Française bi, ndam ci xarekat yi ak yeneeni liggéey yi tegu wu ñu woon ci lan?",2
Ban servis publik la ñu wax ni mooy indi ñakk mbégte bu rëy ci réew yuy meññ?,3
"Jëm ci lu ñu bind, lan la ñu mëna wax jëm ci doxalinu dem ak dikk bi?",1
"Jëm ci lu ñu bind, ban ci yii toop ñoo mëna metee natt ndax dowalkat yu ñu mënuta nand?",1
Ban ci yii toop mooy bu ñuy jëfëndikoo ngir teewal dem ak dikk bi ci ay araf?,2
Lan la Hershey ak Chase jëfëndikoo ngir samp seen ADN? ,1
Mën mën ngir ap copite wal ci doom yi ci lan la aaju?,2
"Di sukkëndiku ci xebaar yu ñu joxe ci lu ñu bind, ci lan la mbirup copite yu wuute yi dul sukkëndiku?",1
Ban ci yii toop moo nekkul woon li waral cosaan yu yàgg ya doon denc ay bëy?,2
Jublukaayu golf mooy di jël njëg bu gëna ndawu lan?,4
"Ci njàngale wu golf, fan la ñu dogee ñax wi mu gëna gàtt?",1
Ban mooy jublukaayu ap gëstu?,1
"Jëm ci lu ñu bind, lan moo dul dimbëli teete ap gëstu sientifik?",1
"Jëm ci lu ñu bind, ban baat jëm ci tornade moo dëgguwul?",2
