question,gpt_reply
Kaj glede na odlomek ne velja za pravilen nasvet za uspešno igranje harmonike?,A: Za večjo glasnost močneje pritiskajte na tipke
Kaj od naslednjega pomaga povečati glasnost pri igranju harmonike?,A: Večja hitrost
Zakaj imajo podobe na televiziji odrezane robove?,B: Da slika zapolni celoten zaslon
Na katero od naslednjih težav lahko glede na odlomek naletimo pri pretvarjanju filma v format DVD?,B: Delno odrezane podnapise
Kje se je nahajala britanska garnizija?,C: V Bordentownu
Čigav podpis je bil na ročno napisanem osnutku?,D: Charlesa Thomsona
Na katero od naslednjih lokacij je Dunlapov letak prispel nazadnje?,C: V London
Kje so bile nameščene čete polkovnika Johna Starka?,"A: Na severni strani, ob ograji"
Kdaj so glede na odlomek Starkovi možje dogradili ograjo?,C: Ob oseki
Katero od naslednjih obdobij je bilo glede na odlomek eno najbolj nasilnih na Kitajskem?,D: Obdobje treh kraljestev
"Kaj glede na odlomek velja za kolonijo bojnih mravelj, ki prehajajo v nomadsko fazo?",B: Imajo nizke zaloge hrane
"Katera trditev glede na odlomek pravilno povzema gnezdilne navade, ki jih imajo kolonije bojnih mravelj v nomadski fazi?",C: Vsak dan spreminjajo mravljišča
Kaj od naslednjega se nadaljuje kljub prisotnosti zunanjih dražljajev?,C: Biološke ure
"Kateri izraz označuje posameznike, ki kažejo variacije določene fenotipske značilnosti?",D: Polimorfni
"Kaj od naslednjega je pravilen izraz za organizme, ki bivajo na določenem območju?",B: Populacija
Kaj od naslednjega ni primer naravne turistične dejavnosti?,C: Ogled muzeja znanosti
Kaj od naslednjega je glede na odlomek podlaga transportnega sistema?,B: Osebni avtomobili
"Kakšno vrsto naboja imajo delci, ki krožijo okrog jedra?",C: Negativni naboj
Kateri delci sestavljajo jedro?,A: Protoni in nevtroni
Kaj od naslednjega je glede na odlomek primer 5-bitnega dvojiškega števila?,C: 10010
Kako se še imenujejo dvojiške števke?,A: Biti
"Kaj od naslednjega ni omenjeno v odlomku kot glavna korist, ki jo imajo učenci od pisanja spletnih dnevnikov?","B: Zmanjšana kritika, ki jo izražajo vrstniki"
"Kateri od naslednjih vidikov spletnih dnevnikov se navaja kot spodbuda učencem, da izboljšajo svoje pisne spretnosti?","B: Želja, da se izognejo kritiki"
"Kaj od naslednjega ni korist, ki jo imajo učenci od asinhrone komunikacije? ",B: Dostop do učiteljev v živo ob katerikoli uri
Katerega od naslednjih dejavnikov asinhrone komunikacije glede na odlomek učenec ne more prilagajati?,C: Učnega gradiva
"Kaj v odlomku ni omenjeno kot nekaj, kar bi lahko povezovali s srednjeveškimi gradovi?",D: Vitezi
"Kaj od naslednjega ni omenjeno v odlomku kot vonj ali zvok, ki bi si ga lahko predstavljali v grajskih ruševinah?",C: Pojedine
Kaj od naslednjega je točen opis gradu Kirby Muxloe?,"B: Grad je bilo treba zelo malo utrditi, ker je v času gradnje v državi vladal mir"
"Katera od naslednjih lastnosti gradnje bi na gradu Kirby Muxloe veljala za neobičajno v obdobju, ki ga odlomek opisuje?",A: Zelo velika okna
"Kaj od naslednjega bi glede na odlomek najbolj koristilo tekaču, ki se pripravlja na prihajajočo sezono?",D: Vadba v telovadnici za krepitev zgornjega dela telesa
Kaj od naslednjega je glede na odlomek najpomembnejše za vrhunskega tekača na pol milje?,B: Pridobivanje vzdržljivosti bolj kot hitrosti
Česa od naslednjega športnik ne more doseči zgolj s prehrambnimi navadami?,C: Izjemnih rezultatov
"Kaj od naslednjega glede na odlomek ni omenjeno kot predlog, kako lahko mladi športniki bolj uživajo v svojem športu?",B: Dosledno doseganje vrhunskih rezultatov
Zakaj bi se glede na odlomek tekač na srednje proge lahko odločil za nakup dražjega kosa opreme?,A: Ker mu je iz osebnih razlogov ljubši
Kaj je glede na odlomek potrebno za tek na srednje proge?,C: Zelo malo opreme
Kdo je odkril jedrsko magnetno resonanco? ,C: Bloch in Purcell
Katerega leta je bil izdan prvi patent za medicinsko slikanje z resonanco? ,B: 1974
"Kaj bi glede na odlomek morali ljudje dobro razumeti, da bi si lahko razlagali fizična dejanja drugih?",B: Namen
Kaj glede na odlomek razumevanje namena omogoča ljudem?,A: Odpraviti negotovost v zvezi s fizičnimi dejanji
Kaj od naslednjega je glede na odlomek točen povzetek glavnega namena umetne inteligence?,D: Avtomatizacija opravil
S čim od naštetega se glede na odlomek umetna inteligenca pogosto povezuje?,B: Načrtovanjem in izdelavo urnikov
Kaj od naslednjega je glede na odlomek prednost osebe z vzorci konvergentnega mišljenja?,D: Zapomni si vzorce
Kaj od naslednjega naj glede na odlomek ne bi bilo v središču konvergentne miselnosti?,B: Dovolj časa za razmislek
Kaj od naslednjega glede na odlomek ne velja za mikroizraz?,D: Pest z dvignjenim palcem
Katera od naslednjih trditev o tolmačenju mikroizraza ni resnična?,"C: Tolmači se govor, pa tudi izrazi na obrazu"
Kaj od naslednjega je postalo pomembno zaradi renesanse? ,B: Širjenje znanja
Kaj od naslednjega se je začelo manj poudarjati zaradi renesanse?,A: Posamezni priklic
Kaj od naslednjega ne odraža motivacije uporabe interneta za stalne odnose?,C: Raziskovanje potovanj
Kaj od naslednjega ne odraža motivacije uporabe interneta za osebno udeleženost?,A: Iskanje recepta
Kdaj se je Evropa nehala močno opirati na vplive in začela razvijati lasten slog?,A: Približno ob koncu srednjega veka
Zapenjanje oblačil z gumbi je posledica česa? ,C: Križarskih vojn
Kaj od naslednjega glede na odlomek velja za učinkovito dolgoročno rešitev okoljskih vprašanj?,C: Odkrivanje vzroka težav
Katera od naslednjih rešitev glede na odlomek ne velja za simptomatsko reševanje okoljskih vprašanj?,B: Odpravljanje srži težav
"V kateri državi je prišlo do prve vojne, pri kateri naj bi šlo predvsem za ravnovesje moči, namesto da je imela versko ozadje?",D: V Španiji
Katera vojna je včasih opisana kot zadnja »verska vojna«?,A: Tridesetletna vojna
Kateri od naslednjih vidikov katoliške cerkve ni bil pod drobnogledom?,B: Če je treba prilagoditi glavne doktrine religije
Kdo je bil glede na odlomek umorjen v Versaillesu?,D: Stražar
K čemu množica ni prisilila kralja in kraljico?,C: K pogledu na obglavljenje stražarja
Kaj od naslednjega ni bilo posledica britanskega nekonvencionalnega pomorskega bojevanja?,C: Mednarodno pravo je bilo spremenjeno
Katera trditev ni točen opis britanske pomorske blokade Nemčije?,"D: Poskrbela je, da nevtralne ladje niso bile ogrožene"
Pri kom bi bila glede na odlomek diagnoza multiple skleroze najbolj verjetna?,A: Pri 32-letni ženski
"V zvezi s čim so osebe, ki so se redno ukvarjale z dejavnostjo, glede na odlomek potrebovale več podpore?",A: Z negativnim dojemanjem bolečine
Kako se glede na odlomek sabljanje običajno igra?,D: V obliki dvoboja
Kaj od naslednjega bi bil glede na odlomek najzanesljivejši znak notranje zastrupitve?,D: Steklenička s tabletami na recept
Kaj je glede na odlomek ustrezen prvi korak pri ocenjevanju žrtve?,A: Ogled prizorišča
Katera od naslednjih trditev ne odraža točno postopka za pregled žrtve?,"A: Naj vas ne skrbi možnostj, da se tudi sami poškodujete"
"Katera od sprememb, ki jih je prinesla francoska revolucija, je pomembno vplivala na državljane iz delavskega razreda?",B: Prenos poudarka z razreda na sposobnost
Uspeh v vojaškem in drugih poklicih je bil po francoski revoluciji manj odvisen od česa?,B: Razreda
Katera javna storitev naj bi vzbujala največ nezadovoljstva v razvitih državah?,C: Javni prevoz
Kaj lahko glede na odlomek rečemo o sistemih javnega prevoza?,"C: Povzročajo veliko pritožb ljudi, ki jih uporabljajo"
Kaj od naslednjega je glede na odlomek včasih težko oceniti zaradi nepredvidljivosti voznikov?,D: Pretok prometa
Kaj od naslednjega se uporablja pri matematičnem prikazovanju prometnih tokov?,D: Gostota prometa
S pomočjo česa sta Hershey in Chase vsadila svojo DNK? ,D: Z virusi
Od česa je odvisna sposobnost prenosa mutacije na potomce?,"A: Od tega, ali so celice klične"
Od česa glede na informacije v odlomku različni učinki mutacij niso odvisni?,"A: Od tega, koliko genetskega materiala je prizadetega"
"Kaj od naslednjega ni bil razlog, zakaj so starodavne kulture gojile koze?",C: Ljudem so delale družbo
Cilj golfa je zaključiti igro z najmanjšo količino česa?,B: Udarcev
Kje na igrišču za golf je trava pokošena bolj na kratko?,B: Na zelenici
