question,gpt_reply
Co podle této pasáže není považováno za přesný tip pro správnou hru na akordeon?,"A: Chcete-li zvýšit hlasitost, zvyšte sílu úderu prstů do kláves"
Co z následujících možností vám pomůže při hře na akordeon zvýšit hlasitost hry?,The correct answer is A: Vyšší rychlost.
Proč mají záběry v televizi ořezané okraje?,B: Aby obraz zaplnil celou obrazovku
"Se kterými z následujících problémů se podle této pasáže člověk může setkat, když převádí film na DVD formát?","B: Částečně ořezané titulky  
D: Ořezané okraje"
Kde se tam nacházela britská posádka?,C: V Bordentownu
Čí podpis se objevil na ručně sepsaném konceptu?,D: Charlese Thomsona
Kam z následujících míst dorazily Dunlapovy výtisky jako poslední?,C: Do Londýna
Kde se nacházely jednotky plukovníka Starka?,"A: Na severním konci, podél plotu"
Kdy podle dané pasáže prodloužili Starkovi muži plot?,C: Během odlivu
Které z následujících časových období v historii Číny bylo podle této pasáže jedním z nejvíce násilných?,D: V epoše Tří království
Co je podle této pasáže pravdou o přechodu kolonie mravenců legionářů do kočovné fáze?,B: Mají malé zásoby potravy
Které tvrzení podle dané pasáže přesně vykresluje hnízdní návyky kolonie mravenců legionářů během nomádské fáze?,C: Každý den mění svá hnízda
Které z následujících budou pokračovat navzdory přítomnosti vnějších podnětů?,C: Biologické hodiny
"Jaký termín popisuje osoby, které vykazují odchylky určitého fenotypu?",D: Polymorfní
"Který z následujících termínů je ten správný pro organismy, které obývají určitou konkrétní oblast?",B: Populace
Která z následujících možností není příkladem turismu orientovaného na přírodu?,C: Návštěva přírodovědného muzea
Co z následujících možností je podle této pasáže základem transportního systému?,B: Soukromé automobily
"Jaký náboj mají částice, které obíhají jádro?",C: Negativní
Z jakých částic se skládá jádro?,A: Protony a neutrony
Které z následujících čísel je podle této pasáže příkladem pětibitového binárního čísla?,C: 10010
Jaký termín se také používá k označení binárních číslic?,A: Bity
Co z následujícího není v textu zmíněno jako primární výhoda studentského blogování?,B: Méně kritiky od vrstevníků
"Který z následujících aspektů blogování je uveden jako motivační prvek pro studenty, jenž může zlepšit jejich schopnost psát?",C: Udržení zájmu svého publika
Co z následujících není přínosem asynchronní komunikace pro studenty? ,B: Možnost osobního setkání s instruktory kdykoliv během dne
Který z následujících aspektů asynchronní komunikace není podle úryvku pro studenty flexibilní?,D: Využívání internetu
"Co následující úryvek neuvádí jako něco, co by si člověk mohl asociovat se středověkými hrady?",D: Rytíře
"Co z následujícího není v této pasáži zmíněno jako pach či zvuk, který si lze vybavit uprostřed ruin hradu?",C: Bankety
