question,gpt_reply
"Мувофиқи порчаи матн, барои бомуваффақият навохтани аккордеон чӣ маслиҳати хуб ҳисобида намешавад?","A: Барои садои баландтар, қувваро барои пахши клавиатура зиёд кунед"
Кадоме аз инҳо ба баланд бардоштани садо ҳангоми навохтани аккордеон кӯмак мекунад?,A: Суръати баландтар
Чаро расмҳо дар телевизион ҳошияҳои буридашуда доранд?,B: Барои бо расм пӯшондани тамоми экран
"Тибқи порчаи матн, ҳангоми табдил додани филм ба формати DVD ба кадоме аз мушкилоти зерин дучор шудан мумкин аст?",B: Қисман бурида шудани субтитрҳо
Гарнизони Бритониё дар куҷо ҷойгир буд?,B: Трентон
Имзои кӣ дар лоиҳаи хаттӣ буд?,"Имзои кӣ дар лоиҳаи хаттӣ буд?
Ҷавоби дуруст аст: D: Чарлз Томсон"
Dunlap broadsides аз ҷойҳои зерин ба куҷо охирон расид?,C: Лондон
Сарбозони полковник Старк дар куҷо ҷойгир буданд?,"A: Дар охири шимол, дар канори девор"
"Тибқи порчаи матн, тарафдорони Старк кай девори худро паҳн карданд?",C: Ҳангоми кушодани фосилаи ҷазр
"Тибқи порчаи матн, кадоме аз давраҳои зерин яке аз бераҳмтарин дар Чин буд?",D: Давраи “Се Салтанат”
"Тибқи порчаи матн, барои колонияи мӯрчагони артиш, ки ба марҳилаи кӯчманчӣ ворид мешаванд, чӣ дуруст аст?",B: Таъмини ғизои онҳо коҳиш ёфт
"Тибқи порчаи матн, кадом изҳорот одатҳои дидбонгоҳ созии колонияҳои мӯрчагони аскариро дар марҳилаи кӯчманчигӣ дақиқ инъикос мекунад?",C: Онҳо дидбонгоҳҳои худро ҳамарӯза тағйир медиҳанд
Кадоме аз инҳо сарфи назар аз мавҷудияти огоҳиҳои берунии даврӣ идома хоҳад ёфт?,A: Давраҳои эндогенӣ
"Кадом истилоҳ шахсонеро тавсиф мекунад, вариантҳои гуногуни аломати фенотипии мушаххасро нишон медиҳанд?",The correct answer is: D: Полиморфӣ
"Кадоме аз истилоҳҳои дар зер овардашуда барои организмҳое, ки минтақаи муайянро ишғол мекунанд, дуруст аст?",B: Аҳолӣ
Кадоме аз инҳо мисоли фаъолият дар асоси туризми табиӣ нахоҳад буд?,"C: Боздид аз осорхонаи илмӣ

Боздид аз осорхонаи илмӣ ба категорияи туризми табиӣ дохил намешавад, зеро он ба ҷойҳои сохтмонии инсонӣ марбут аст, дар ҳоле ки туризми табиӣ бештар ба тамошо ва омӯзиши муҳити табиӣ равона шудааст."
"Мувофиқи порчаи матн, кадоме аз инҳо асоси системаи нақлиёт аст?",B: Мошинҳои хусусӣ
"Зарраҳое, ки дар атрофи ядро давр мезананд, кадом навъи заряд доранд?",C: Заряди электрии манфӣ
Ядро аз кадом зарраҳо иборат аст?,A: Протонҳо ва нейтронҳо
"Мувофиқи порчаи матн, кадоме аз инҳо намунаи панҷ адади дурақама аст?",C: 10010
Ададҳои дурақама инчунин ҳамчун чӣ номида мешаванд?,A: Битҳо
Кадоме аз инҳо дар порчаи матнии мазкур ҳамчун бартарии асосии блогнависии донишҷӯен зикр нашудааст?,B: Кам кардани танқиди ҳамсолон
