question,gpt_reply
أي جائزة ترشحت إلها أيما ستون؟,C: افضل ممثلة
لأي جائزة ما تم ترشيح الفلم؟,A: افضل فلم
أي من التالي استمر بالعمل بعد الزلزال؟,D: معمل طاقة في نيكاتا
بحسب الفقرة، أي من التالي تضرر بشكل مستمر بسبب الزلزال؟,D: مطار نوتو
بحسب الفقرة أي من المشاكل التالية ما احتوتها المذكرة؟,B: سبب حدوث حرب 1967
أي من التالي مو من مطالب فلسطين؟,B: وجود الجيش بالوادي الأردني مستمر
بأي بلد درس «ما» القانون؟,A: الولايات المتحدة الأمريكية
بحسب الفقرة، تأييد أي بلد ساعد بانتصار «ما» بالانتخابات؟,D: الصين
حسب ما ذُكر بالفقرة، لصالح من عملت كارولين ويلسون قبل أن تغادر بلدتها؟,C: الأوها
مع استمرار أربعة سباقات في الموسم، منو يحتل الرابعة لبطولة السائقين؟,D: بوير
بالاعتماد على السباق المذكور بالفقرة، كم عدد النقاط اللي حصل عليها كين بسباق السائقين؟,A: 2220
بحسب الفقرة، شقد عدد المرات التي شهد بيها الناس نيازك تبين لاحقاً أنه مصدرها من المريخ؟,B: خمس مرات
مثل ما مذكور بالفقرة، شنهي ماهية الصخور اللي تم اكتشاف أنها بالأصل من المريخ؟,D: اكو 34 واحدة منهم
متى تقاعد شوماخر؟,B: بعد فوزه السابع بالبطوله
يمته انصاب ماسا؟,A: خلال سباق الجائزة الكبرى
بحسب الفقرة، شلون ديأثر التنظيم على شركة «إيه أو إل»؟,C: عدد مستخدمين «إيه أو إل» راح يكون محل منافسة مع عدد مستخدمين ياهو ومايكروسوفت
شني من التالي قد ينتهي باتباع الترتيب الجديد؟,C: حرية شركة «إيه أو إل» بتطوير السوق بطريقتها الخاصة
شكد عدد القتلى بسبب الهجوم من غير ضباط الشرطة؟,C: 0
منو اللي أبلغ عن المتهم بالهجوم؟,A: الشرطة
تبعاً لمكانة فلوريدا باعتبارها الولاية الفايزة و تحصل على كل شي، شني الشي اللي تم منحه لميت رومني؟,C: كل مندوبي الولاية
بحسب الفقرة، شكد نسبة الأصوات اللي حصل عليها جينجريتش بالانتخابات الرئيسية؟,B: 32 بالمية
بحسب الفقرة، منو اللي ما استمر بالترشح بعد نتائج المؤتمر الحزبي؟,B: باكمان
بحسب الفقرة، منو اللي أشاد بمرشح ثاني بعد نتيجة التجمع الحزبي؟,B: جينجريتش
وين كان المكان الوحيد الذي عُرض بيه العرض قبل عام 2015؟,A: توجي نت راديو
وصفت المحطة البرنامج على أنه يحمل أي نوع من المحاور؟,B: غريب الأطوار
شنو جمع ديفد هيدلي وساعد بشكل كبير هجوم المجموعة المسلحة؟,A: معلومات
أي نوع من وسائل النقل استخدمت المجموعة المسلحة حتى يسافروا لمومباي؟,C: قارب
شنهو البيان اللي يعكس بدقة نتيجة مباراة نادال وراونيتش في بريزبين المفتوحة المذكورة في الفقرة؟,A: راونيتش يغلب نادال
بحسب الفقرة، شنو جان موقف مباراة نادال وراونيتش بعد الارسال الاول؟,B: نادال فاز ب76 نقطة
أي برنامج لغة ما مشمول بالبرامج الثلاثة الجديدة لبثوث نيكد نيوز؟,C: ياباني
بحسب الفقرة، وين ما راح تتوفر بثوث نيكد نيوز الجديدة؟,B: الإنترنت
كم عدد المنافسين اللي ما انهوا السباق المتعرج العملاق للتزلج؟,D: 45
شنو من هاي التصريحات ما تعكس نتائج السباقات بالبطولات بشكل دقيق؟,"A: بالسباق الثاني، كاربانيدو خلص السباق قبل متزلج من المجر 

هذا التصريح غير دقيق. في الواقع، في سباق التزلج المتعرج العملاق، كاربانيدو كان ترتيبها العاشر بينما المتزلجة المجرية جيونجيي داني احتلت المركز التاسع، مما يعني أن داني أنهت السباق قبل كاربانيدو."
أي وحدة من هاي الخيارات قرر اتحاد الولايات المتحدة الوطني لكرة السلة (إن بي إيه) انه يعلقه؟,A: موسم كرة السلة
بحسب الفقرة، شنو اللي سبب مخاوف بالدوري الأميركي للمحترفين بخصوص الفيروس؟,D: تأكد إصابة لاعب أوتاه جاز بفيروس كورونا
منو سجل هدف الفوز لفريق العاصمة واشنطن بلعبتهم ضد فريق اطلانطا تراشرز؟,A: نيكولاس باكستروم
منو سجل هدفه ال60 بالموسم خلال مباراة فريق الكابتلز ضد فريق التراشرز؟,C: اليكس اوفيتشكين
يمته احتاج مصرف روك الشمالي دعم من الحكومة؟,D: بأزمة الرهن العقاري.
بحسب الفقرة، أي من التصريحات التالية تشرح بالضبط اتفاقات مجموعة فيرجين ويه مصرف روك الشمالي؟,B: اشترت مجموعة فيرجين المصرف بعد تأميمه
حسب ما ذُكر بالفقرة، أي دولة تأثرت بتوقيع اتفاقية كيوتو للمناخ؟,C: استراليا
على شنو اعتقدت الحكومة السابقة لأستراليا أن المصادقة على اتفاقية كيوتو راح تسبب ضرر؟,B: اقتصاد البلد
شنو البرنامج اللي جندوا الرماة علموده؟,D: برنامج صيد جمعية الرياضيين الرماة
أي عبارة من هاي العبارات ما يعكس تجربة مكافحة الآفات بدقة؟,A: بما إنها كانت أول تجربة للبرنامج، ما تم تقييمه
بحسب الفقرة، أين وُجد الانشقاق؟,D: بإثيوبيا
بحسب الفقرة، شنو اللي صار أسرع من المتوقع؟,B: الانشقاق
شنو يحتاج اللاعب يسوي حتى يتلاعب بالحركات خلال لعبة الفيديو؟,D: تحريك جهاز التحكم بالهواء
شنو اللي تم تصميمه على مود يكون جهاز تحكم التلفزيون,B: نظام تحكم نينتندو الثوري
شنو ما انذكر بالتقرير الأخير من وكالة الأنباء شينوا؟,B: هبوط الطيارة بأورومتشي
شنو ما انذكر باخر تقرير من وكالة أنباء شينوا؟,B: منعوا الطيارة من الهبوط الاضطراري
شنو اللي أعلنته سارة دانيوس خلال برنامج الراديو؟,D: راح تتخلى اللجنة عن جهودها بالتواصل ويه بوب ديلان
منو اللي ما ينوصل إله؟,D: بوب ديلان
منو علق على التعهد وكال انه خطوة مهمة؟,C: جوردون جوندرو
كم طابع انتج سلانيا لبلدان مختلفة؟,D: فوق ال1000
بحسب الفقرة، شنو السبب المرجح للتسريب اللي صار بأنابيب الخزان؟,C: تمدد حراري
ليش انفتحت صمامات التصريف؟,B: كان اكو فشل بالكهرباء بعد اختبار النظام
حاليا، شكد ارتفاع الماي بالجناح التاسع؟,A: 20 قدما
شنو صار للجناح التاسع بأثناء إعصار كاترينا؟,A: تدفق الماي صار بعرض 100 قدم
أي من التالي ما تم تأكيده من قبل هاميلتون؟,D: حالة المريض الحالية
شنو الشي الي حاولوا يكتشفونه العلماء؟,D: شلون تكونت الأرض
بحسب الفقرة، شنو الدور الي لعبته الشرطة المحلية بالإغلاق؟,C: دلّوا سواق الدراجات لطرق ثانية
شنو صار بمداخل الأنابيب اثناء الإغلاق؟,A: انسدوا
بحسب الفقرة، شنو الي ما صار قبل لا تدعم السيارة المصور؟,D: المصور كدر يأخذ صورة لبيبر
شنو كان ناوي يسوي المصور قبل لا تدعمه السيارة؟,B: يأخذ صور لمحطة توقف شرطة
أي من هالتصاريح ما يوصف بالضبط حالة الرئيس بعد ما طلع بيه كورونا؟,A: يحس انو صحته مو زينة
بحسب الفقرة، أي وحدة من هاي التصاريح عن الرئيس صحيحة؟,C: صحته زينة ويكدر يتواصل عن بعد
بحسب الفقرة، يمته من المتوقع انو يخف الإعصار جونو المداري؟,C: قبل لا يوصل لذروته
شكد كانت سرعة الرياح بذروتها بإعصار جونو المداري؟,C: 149 ميل بالساعة
أي من الموجود ما يعتبر من ميزات كارينيا بريفيس؟,C: متعدد الخلايا
أي من التالي ما يكدر كارينيا بريفيس يسوي؟,B: يزداد عدده بسرعة تحت أي ظرف
بحسب الفقرة، أي من التالي ما صار نتيجة إعصار فيليشيا؟,D: فيضان الشوارع
أي من هالتصريحات عن إعصار فيليشيا يعتبرغلط؟,B: بالبداية صنفوها على انو هي منخفض استوائي قبل لا تصير عاصفة من الفئة الرابعة
أي من هالتصاريح تشرح بالضبط نتيجة جائزة هنغاريا الكبرى سنة 2009؟,C: تم طرد بيكيه جونيور بعدها
يمته صار الاصطدام,A: مباشرة بعد ما وقف ألونسو بسبب الحفرة
بحسب الفقرة، شنو من التالي أخذ وقت اقل من الوقت الي كانوا متوقعينه الباحثين؟,A: نشأة الأنواع
أي من التالي ما رفعوا بيه تقرير الباحثين؟,B: طول عملية التطور
وين راح يصير CowParade؟,B: بمدينة بوخارست
أي من التصاريح التالية توصف CowParade بشكل دقيق؟,D: هو اكبر حدث فني عام بالعالم
شنو اللي خله روسيا توقف استخدام II-76؟,B: حادث
شنو هي II-76؟,C: طيارة حربية
منو عين فريق الكتابة ذا سيمبسونز؟,B: سايمون
يحسب لفلوك، منو اللي جان يرسلها تعليقات إيجابية ويشجعها؟,D: كل من الذكور والإناث
بحسب الفقرة، شنو ما رادوا الناس انو يحجون عنه النساء بشكل علني؟,C: صحة النساء
بحسب الفقرة، أي جزء كوكبي اكثر حركة؟,A: الأرض
الأنهار والبحيرات المتكونة من السوائل الشفافة الي ما مبينه تابعة لأي جسم كوكبي؟,B: تيتان
أي من هاي الاستنتاجات مو نتيجة لاكتشاف الريش؟,"D: تأكيد انو معظم الديناصورات جان عدهم ريش

الاستنتاج ""تأكيد انو معظم الديناصورات جان عدهم ريش"" ليس نتيجة لاكتشاف الريش المذكور في النص. النص يؤكد أن بعض الديناصورات كان لديها ريش، لكنه لا يؤكد أن معظم الديناصورات كانت كذلك."
شنو اللي مو عند ريش الديناصورات؟,A: قصيبة
أي من هالتصاريح عن Zmapp مو صحيح؟,"B: عنده القدرة يشفي العدوى الموجودة بس ما يمنع الموت

هذا التصريح غير صحيح؛ لأن ZMapp لم يثبت قدرته على شفاء العدوى الموجودة بشكل فعال، وهذا كان السبب في أنه لم يقلل من عدد الوفيات كما كان متوقعًا."
أي من التصاريح التالي يشرح بالضبط تجربة PALM؟,B: علاج تقارن ب3 علاجات ثانية ومن ضمنهم ZMapp
