question,gpt_reply
"Үзүндүгө таянсак, кээ бир адамдар төмөндөгүлөрдүн кайсынысына ишенишет?",C: Башка планеталарда жашоо бар
Күндүн борборунан алыстаган сайын эмне суюла баштайт?,C: Газ
Үзүндү боюнча Күндүн кайсы бөлүгү Жерден көрүнүп турат?,C: Фотосферасы
Төмөндөгү байкоолордун кайсынысы Коперниктин теориясын ырастоого жардам берген?,A: Венеранын фазалары
Төмөнкүлөрдүн кайсынысын 1610-жылы Галилео Галилей байкаган?,B: Венеранын фазалары
Үзүндү боюнча Амазонка дарыясына суу кайдан кирет?,A: Кичинекей дарыялардан
Кайсы мүнөздөмө Амазонка дарыясына таандык эмес?,C: Ал эң узун дарыя
Үзүндүдө айтылган жумуштун кайсы тармагында эң аз венесуэлалыктар иштейт?,C: Мунайзат чыгаруу
Үзүндүгө ылайык төмөндөгү секторлордун кайсынысында венесуэлалыктардын эң көп саны иштейт?,A: Кызмат көрсөтүү
Үзүндүгө ылайык эрүү жылдыздарга эмне мүмкүндүк берет?,C: Жарык менен жылуулук берүү
Пайдалуу термоядролуу реактор төмөндөгүлөрдүн кайсынысын түзө алат?,D: Энергия
Суунун химиялык курамы кандай?,D: Эки суутек атому жана бир кычкылтек атому
Суу формасы өзгөргөндө эмне ошол бойдон калат?,A: Молекулярдык түзүлүш
"Үзүндүгө ылайык кээ бир мыйзамдарды таңуулоого аракет кылганда, төмөндөгүлөрдүн кайсынысы он үч мамлекет үчүн маселе болгон эмес?",A: Мамлекеттик бийлик органдардын катуу көзөмөлү
Үзүндүгө ылайык кайсы билдирүү Көз карандылык согуш мезгилиндеги борбордук бийликтин абалын так чагылдырат?,"C: Мамлекеттик өкүлдөр катышкан эмес

Бул үзүндүдө айтылгандай, штаттар борбордук өкмөттү көп этибарга алышпагандыктан, алардын өкүлдөрү көп учурда добуш берүүгө катышпай коюшчу."
Көз карандысыздык декларациясынын артындагы сөздөр кандайча жазылган?,C: Башы ылдый карап
Сингапур төмөндөгүлөрдүн кайсынысы менен белгилүү?,A: Шаарды жашылдандыруу
Ванда Мисс Джоаким деген эмне?,B: Гүл
Үзүндүгө ылайык Гиза пирамидаларынын кайсы сапатына Жаңы Падышалыкта жашаган египеттиктердин таң калуусу мүмкүн эмес эле?,A: Алардын жашы
Үзүндүгө ылайык чөп жегичтер жамгырды кууп кайда сапар тартышат?,C: Түштүк түздүктөр
Үзүндү боюнча чөп жегичтер апрель айынын тегерегинде кайсы аймактан кетишет?,B: Түштүк түздүктөр
“Силион операциясы” кайсы өлкөнүн басып алуусу болгон?,A: Германия
Германия Британияга кол салуусун эмне деп атаган?,B: Силион операциясы
Африка өлкөлөрүн басып алуу үчүн Италиянын планында зарыл кадамдардын катарында эмне айтылган эмес?,B: Кошумча кемелерди куруу
Үзүндүгө ылайык Италиянын согушта болгон негизги максаты эмне деп эсептелген?,A: Африка өлкөлөрүн басып алуу
Баскынчылар менен кимдер достук мамиле түзгөн?,B: Француз Виши
Драгун ишине союздаштар болуп кимдер катышкан?,A: Америкалыктар жана эркин француздар
Кайсы технологиянын өнүгүшү суу астындагы кемелердин саякатка чыгышына себеп болду?,D: Радар
Биринчи жолу колдонулганда суу астындагы кемелер кайсы жаатта өтө чектелген мүмкүнчүлүккө ээ болгон?,C: Атуу
Үзүндү боюнча келишимди ким бузган? ,D: Советтер
Төмөнкүлөрдүн кайсынысы Кызыл Армия тарабынан аткарылган эмес?,C: Плацдармда кайра түзүлүү
Италиянын 10-армиясынын башкы инженерине эмне болгон?,C: Ал британиялыктар тарабынан колго түшүрүлгөн
Итало Бальбо кайда өлтүрүлгөн?,D: Тобрук
Үзүндүгө ылайык төмөндөгү ыкмалардын кайсынысы тибет медитациясынын маанилүү бөлүгү болуп саналат?,"Үзүндүгө ылайык бардык көрсөтүлгөн ыкмалар тибет медитациясынын маанилүү бөлүгүнө кирет. Бул ыкмаларга төмөнкүлөр кирет: 

A: Дем алуу көнүгүүлөрүн жасоо  
B: Мантраларды кайталоо  
C: Кудайларды элестетүү  
D: Йога позаларын өздөштүрүү  

Ошондуктан, тандоонун керектүү формасы: A, B, C жана D."
Үзүндүгө ылайык Тибет медитациясынын “борборунда” чакралар кантип жанданат?,B: Кудайларды элестетүү аркылуу
Программанын жүрүшүндө экинчи диний ырын ким тартуулады?,D: Жай Шанкар Чоудхари
"Үзүндү боюнча, аш тартуу учурунда ким диний ырын тартуулаган?",A: Лакка Сингх
Кеченин кайсы аткаруусу акыркынын алдындагысы болгон?,"A: Сезен Аксу, Алессандро Сафина жана Харис Алексиу"
Алессандро Сафина кайсы улуттан?,D: Итальян
Үзүндүгө таянсак төмөндөгү билдирүүлөрдүн кайсынысы туура эмес?,A: Санта-Кларада өрт чыккан
"Үзүндү боюнча, ыңгайсыз ысык температура боюнча ким пикир калтырган?",B: Өрт коопсуздугу боюнча капитаны
Цунамиден улам электр энергиясы кайсы жерде өчүрүлдү?,A: Тонга
Үзүндүгө ылайык электр жарыгынын өчүрүлүшү Тонгага кандай таасир эткен?,D: Бийлик тиешелүү эскертүүлөрдү ала алган жок
Полиция Жонни Риддин ылдамдыгын аныктоо үчүн радар куралын качан колдоно алган?,A: Ал 160 км/саат ылдамдыкта бара жатканда
Үзүндүгө ылайык Жаңы Зеландиянын полициясына Жонни Риддин ылдамдыгын аныктоого эмне үчүн кыйын болгон?,A: Ал 160 км/саат ылдамдыктан төмөн айдап бара жаткан
Буттенге карата жер титирөөнүн очогу кайда болгон?,B: 40 миля түштүктө
Абу-Грейбдеги башаламандыкта эмне болгон?,A: Камактагы адамдарга каршы зомбулук
Эмне үчүн Ирак түрмөсү жаманатты болуп калган? ,D: Камактагы адамдарга каршы зордук-зомбулуктун ачыкка чыгышы
Мауинин Согуш мемориалдык стадионунда кандай иш-чара өткөрүлүшү керек эле?,C: Концерт
Акыры иш-чаранын жоюлгандыгы боюнча ким түшүндүрмө берген?,B: Башкаруу компаниясы
Бишкектин бир нече тургундары талап-тоноо үчүн ким күнөөлүү деп ойлошкон?,C: Митингчилер
Түштүктөн чыккан митингчилерди талап-тоноого ким күнөөлөгөн?,A: Бишкек шаарынын тургундары
Ring компаниясынын сатуулары качан көбөйдү?,A: Shark Tank шоусунда чыккандан кийин
Жейми Симиноф Ring компаниясын баштоону качан чечкен?,A: Өзүнүн эшигинин коңгуроосу жетишсиз экенин түшүнгөндөн кийин
Reading Rainbow сериалынын ар бир эпизоду балдарга кандай сунуштарды берген?,D: Китептер
Reading Rainbow сериялынын жоюлушуна эмне себеп болгон?,A: Жетишсиз каржылоо
Төмөнкүлөрдүн кайсынысы бакка байланыштуу Амстердам жана музей үчүн аткаминерлер тарабынан жасалган аргумент эмес?,B: Аны сактап калуу керек
"Жаныбарларга каршы зомбулуктун алдын алуу боюнча Королдук коомунун (RSPCA) башкы инспекторунун айтымында, текшерүүлөр төмөндөгүлөрдүн кайсынысы үчүн стандарттуу болушу керек?",D: Мал союлуучу жайлар
