question,gpt_reply
"अनुच्छेदनुसार, कुन सुझावलाई राम्रोसँग अकोर्डियोन बजाउने सही सुझाव मानिँदैन?","A: थप भोल्यूमका लागि, कुञ्जीहरू थिचे जत्तिकै बल बढाउनुहोस्"
"अकोर्डियोन बजाउँदा, निम्नमध्ये कुन कुराले भोल्यूम बढाउन मद्दत गर्ने छ?",A: थप गति
टेलिभिजनमा देखाउने छविहरूको बोर्डर किन काटिएको हुन्छ?,B: जसकारण छवि समग्र स्क्रिनमा देखिन्छ
"अनुच्छेदनुसार, चलचित्रलाई DVD ढाँचामा रूपान्तरण गर्दा निम्नमध्ये कुन समस्या देखिन सक्छ?",B: उप-शीर्षक आंशिक रूपमा देखिने
ब्रिटिश ग्यारिसन कहाँ अवस्थित थियो?,C: बोर्डनटाउन
हस्तलिखित ड्राफ्टमा कसको हस्ताक्षर देखिएको थियो?,D: चार्ल्स थमसन
"निम्न स्थानहरूमध्ये, पछिल्लो पटक डनलप ब्रोडसाइड कहाँ आइपुगेको थियो?",C: लण्डन
कर्नल स्टार्कको सेना कहाँ थियो?,A: नर्थ इन्डमा फेन्ससहित
"अनुच्छेदनुसार, स्टार्क मेनले कहिले आफ्नो फेन्स विस्तार गरे?",C: कम टाइडको अवधिमा
"अनुच्छेदनुसार, तलका मध्ये कुन चीनको सबैभन्दा हिंसात्मक युग थियो?",D: तीन राज्य युग (The Three Kingdoms era)
अनुच्छेदनुसार आर्मी एन्ट कोलोनी नोम्याडिक चरणमा प्रवेश गरेको कुरा सत्य हो?,"B: तिनीहरूसँग खाद्यान्नको आपूर्ति कम छ

यो विकल्प अनुच्छेदमा उल्लेखित छ कि जब ""उपलब्ध खाना कम भएको बेला उपनिवेशले खानाबन्दीको चरण सुरु गर्छ।"" यसले संकेत गर्छ कि सेना कमिला उपनिवेश खाद्यान्नको आपूर्ति कम भएको बेला नोम्याडिक (घुमन्ते) चरणमा प्रवेश गरेको छ।"
अनुच्छेदनुसार नोम्याडिक चरणमा कुन कथनले आर्मी एन्ट कोलोनीहरूका गुँड बनाउने बानीलाई सही रूपमा प्रतिबिम्बित गर्छ?,C: तिनीहरू दैनिक रूपमा गुँडहरू परिवर्तन गर्छन्
अर्जेन्टिना थिएटरमा क्रिस्टिना फर्नान्डेज डे किर्चनरले के घोषणा गर्नुभयो?,A: उहाँको अध्यक्षताको उमेदवारी
क्रिस्टिना फर्नान्डेज डे किर्चनरले आफूले कहाँबाट उम्मेदवारी दिने घोषणा गर्नुभयो?,C: ब्युनस आयर्सबाट 31 माइल्स टाढा रहेको अर्जेन्टिना थिएटरमा
बिग ब्रदरको सन्दर्भमा ACMA को निष्कर्ष के निस्कियो?,A: सेन्सरशिप कानुनहरू उल्लङ्घन गरिएको थिएन
इन्टरनेट सामग्री विचार गर्नका लागि मिडियाअन्तर्गत कस्ता प्यारामिटरहरू हुनुपर्छ?,"The correct answer is:

B: यो सर्भरमा शारीरिक रूपमा बस्ने हुनुपर्छ"
अष्ट्रेलिया लिबरल पार्टीका नेता को हुन्?,B: जोन होवार्ड
अष्ट्रेलियामा पहिले नै किन परमाणु ऊर्जा उद्योग छैन?,A: सार्वजनिक समर्थनको कमी
गाइडहरूको सहयोगमा कुन स्कीयर सम्पन्न भयो?,C: Maciej Krezel
कुन देशले महिला स्थायी वर्गका लागि सुपर-G मा दशौं स्थान हासिल गर्‍यो?,A: फिनल्याण्ड
"अनुच्छेदनुसार, ब्लेकका बारेमा भनेको कुन कथन ठिक छैन?",B: उहाँले आक्रमण गरेको स्वीकार गर्नुभयो
"अनुच्छेदनुसार, तलकोमध्ये कुन ब्लेक गरिएको थिएन?",C: उहाँलाई पोलले प्रहार गरेको थियो
सङ्युक्त राष्ट्रसङ्घको ग्लोबल वार्मिंग कोष केका लागि प्रयोग गरिने छैन?,B: विकासशील राष्ट्रहरूमा प्रविधि ल्याउने
"अनुच्छेदनुसार, सङ्युक्त राष्ट्रसङ्घले के बचत गर्ने अपेक्षा गर्छ?",C: बँचेका वर्षाप्रचूर वनहरू
अझैपनि सहमत गराउनुपर्ने केही कुराका रूपमा निम्नमध्ये कुन अलबर्ट मुचाङ्गाद्वारा साइटेड गरिएको थियो?,C: मूल नियमहरू
"अनुच्छेदनुसार, व्यापार जुलाईमा किन सुरु हुनसक्छ?",B: यो ठाउँमा नियम र छुटहरूको पर्याप्त खाका छ
"अनुच्छेदनुसार, द एट्लाण्टा जर्नल-कन्स्टिट्यूशनले शिक्षा अधिकारीहरूलाई के आरोप लगायो?",C: पत्ता लागेका आन्तरिक समस्याहरूमा कार्य नगर्ने
"अनुच्छेदमा दिइएको जानकारीका आधारमा, एटलान्टा जर्नल-कन्स्टिट्यूशनको रिपोर्टमा के उल्लेख गरिएको छैन?",D: सहरी शिक्षामा परिवर्तन ल्याउन सुझावहरू
"अनुच्छेदनुसार, बम विस्फोट पछ्याएका के कस्ता जानकारी थाहा छ?",D: आधिकारिक मृत्युको सङ्ख्या
2017 मा म्यानचेस्टर सिटीमा आबद्ध भएदेखि जिससले कति वटा खेल खेल्नुभएको छ?,D: 53
कुन क्लबमा सामेल हुनका लागि जिससले £ 27 मिलियन शुल्क प्राप्त गर्नुभयो?,B: म्यानचेस्टर सिटी
होस्टेलका पाहुनाहरूका बारेमा कुन कथन सत्य होइन?,D: अधिकांश पाहुनाहरू पवित्र शहरका थिए
"अनुच्छेदनुसार, तलका मध्ये कुन कथन सत्य छ?",C: हज तीर्थयात्राको पूर्वसन्ध्यामा पाहुनाहरू थिए
"अनुच्छेदनुसार, टक्कर बारेमा के जानकारी अनिश्चित छैन?",A: टक्करको आकार
"अनुच्छेदनुसार, अझै टकराव सम्बन्धमा निर्धारण गर्न आवश्यक छ?",D: क्र्यासको निकालिएको स्केल
"अनुच्छेदनुसार, Batten एकपटक सबैभन्दा धनी अमेरिकीहरूको सुचीमा कति औं स्थान प्राप्त गरेका थिए?",C: 190 औं
Batten ले निम्नमध्ये कुनमा दान दिनुभयो?,B: भर्जिनिया विश्वविद्यालय
गभर्नर अर्नोल्ड श्वार्जेनेगरद्वारा हस्ताक्षर गरिएको कुन बिलको भाग होइन?,C: क्यालिफोर्नियाभन्दा बाहिर नाबालिकहरूलाई हिंसात्मक भिडियो गेमहरू बिक्री गर्न वा भाडामा दिन प्रतिबन्ध
"अनुच्छेदनुसार, भनिएको कुरा कसले मिस गर्यो?",C: मिलर
"अनुच्छेदनुसार, सुनुवाईमा मिलरको अनुभवलाई निम्नमध्ये कुन सत्य हो?",B: उहाँले तयारी गर्दा ध्यान दिनुभएको थिएन
‘स्वच्छ वायु ऐन’ मा परिमार्जन गर्न कसले सुझाव दियो?,C: ज्याक लेटन
"""""""स्वच्छ वायु ऐन"""" लाई पूर्वनिर्वाचन स्टन्टका रूपमा प्रयोग गरिएको थियो भनेर कसले खण्डन गर्‍यो?""",B: प्रधानमन्त्री
बिरालोको पिसाबमा साइन्युरिक एसिड र मेलामाइन यौगिकहरू एकअर्कासँग प्रतिक्रिया गर्दा के बन्छ?,C: क्रिस्टलहरू
अनुसन्धानकर्ताहरू के हेर्न इन्फ्रारेड स्पेक्ट्रोस्कोपी प्रयोग गर्छन्?,B: घरपालुवा जनावरको पिसाबमा क्रिस्टल संरचना
"""लुनालाई """"चरम रानी"""" भनेर कसले सम्बोधन गर्नुभयो?""",D: टोमी ड्रिमर
"""लुनालाई """"फ्रिकी"""" भनेर कसले भन्यो?""",B: डस्टिन रनल्स
दुर्घटनामा संलग्न चालकलाई के भएन?,B: उहाँले घर भित्रका कसैलाई पनि चोट पुर्‍याएन
रग्बी प्रतियोगिताको समयमा दक्षिण अफ्रिकाको गेमप्लेका बारेमा के कुरा बाहिर देखिएन?,C: प्रतियोगिताको सुरुवातमा राम्रो प्रदर्शन
"अनुच्छेदनुसार, दक्षिण अफ्रिकाको खेलमा कहिले सुधार हुन थाल्यो?",D: जसरी प्रतियोगिता चलिरहेको थियो
"अनुच्छेदनुसार, निम्नमध्ये कुन कथनले चीनको अर्थतन्त्रलाई सही रूपमा प्रतिबिम्बित गर्दैन?",D: चीनले जर्मनीभन्दा धेरै कार निर्यात गरेको छैन
"अनुच्छेदनुसार, चीनको जिडिपी कहिले संयुक्त राज्यलाई पार गर्न सक्छ?",B: दुई दशकभित्रमा
हुले विकासोन्मुख देशहरूलाई के गर्न सुझाव दिनुभयो?,D: प्रदूषणको पुरानो पथबाट जोगिन
हुद्वारा उल्लेख नगरेको के हो?,C: कार्बन उत्सर्जन आशाअनुसारमै कटौती हुने मिति
निम्नमध्ये कसका लागि वीरमानले अवस्था राम्रो नभएको बताए?,B: अङ्गोला
हुह्ने मन्त्रिपरिषद्को पद अभियोगको कारणले कसले लिने छ?,A: डेभी
कारबाहीपछि व्यवसाय मन्त्रीको भूमिका कसले लिने छ?,A: ल्याम्ब
क्यामिल सेन्ट-सेन्सको ओपेरामा कलाकारहरूले दर्शकहरूलाई के गर्न प्रोत्साहित गर्छन्?,A: क्यानेबिजको प्रयोगमा भाग लिनुहोस्
ओपेराको समयमा मुख्य रूपमा धुम्रपान कसले गर्थ्यो?,C: कलाकारहरू
"""लियोनोभले गरेको """"स्पेसवाक"""" को अर्को नाम के हो?""",C: बाह्य गतिविधि
लियोनोभले कुन मिसनको सोभियत भागको नेतृत्व गरेका थिए?,B: अपोलो-सोयुज
दुर्घटनामा को को घाइते भए?,A: गिब्सन
दुर्घटनामा संलग्न व्यक्तिहरूलाई के भयो?,"B: एक जना घाइते भयो, अर्कोको मृत्यु भयो"
कार्यक्रममा काम गर्ने वैज्ञानिकहरूले निम्नमध्येबाट हुने प्रभावहरू हेर्ने आशा गरिरहेका थिए?,D: कालो पदार्थ
वैज्ञानिकहरूले निम्नमध्ये कुन कुरालाई अवलोकन गरिरहेका थिए?,D: धनु आकाशगंगा र मिल्की वे
"अनुच्छेदका आधारमा, कन्जरभेटिभ्सद्वारा आलोचना नगरिएको के हो?",A: राहत खर्च
